c instance by G2
c solution = 011010101111010100111010101011001011110011001010000111100101
p cnf 60 324 3
w 3 2 3 8 8 7 8 5 3 1 8 5 9 4 7 9 1 0 5 7 5 7 1 2 8 7 0 3 8 1 2 0 6 4 2 2 8 0 4 5 3 7 5 7 9 0 4 1 8 3 0 2 0 5 8 5 3 6 0 9 
19 -58 -18 0
-46 -5 -1 0
58 -53 -5 0
-29 2 43 0
-27 16 39 0
38 3 15 0
37 59 -7 0
-8 32 -25 0
-10 -4 -28 0
-45 -33 29 0
28 -24 40 0
-17 -34 9 0
33 -17 -40 0
6 -54 9 0
-56 50 49 0
46 29 -57 0
-36 -22 21 0
35 -55 -49 0
18 -13 22 0
11 5 31 0
59 -54 -34 0
4 -14 -8 0
-29 59 60 0
27 34 -58 0
-55 58 6 0
41 -59 9 0
18 5 -54 0
34 -6 28 0
4 51 -43 0
-20 39 60 0
-34 -57 -29 0
58 -22 31 0
35 -40 -49 0
-32 28 30 0
-17 -45 48 0
-43 -48 -2 0
12 -55 23 0
11 38 1 0
-60 55 -21 0
57 29 -37 0
28 -60 10 0
12 -14 -5 0
48 -38 52 0
-51 6 -60 0
17 52 36 0
22 31 5 0
-56 42 -9 0
-54 7 -56 0
19 -39 -54 0
42 34 44 0
-47 -26 28 0
-13 47 -48 0
37 21 -17 0
3 -12 -54 0
2 57 9 0
29 -23 -30 0
51 -19 -15 0
56 55 23 0
-4 59 25 0
56 -9 47 0
17 -22 -7 0
-31 -48 -47 0
29 26 -45 0
57 -43 42 0
17 -45 -39 0
36 -56 -59 0
-9 -42 14 0
-58 -34 -51 0
19 -7 32 0
58 27 -56 0
26 55 25 0
-33 58 20 0
-8 55 35 0
-1 -15 59 0
45 -31 -42 0
-24 13 -7 0
-56 -30 -16 0
43 50 7 0
30 -4 35 0
-26 53 10 0
17 -42 36 0
33 26 -37 0
42 -50 -35 0
22 -6 -29 0
-12 -54 41 0
-32 -23 -7 0
47 -45 -11 0
-20 -37 -59 0
14 18 50 0
-43 -24 1 0
25 -36 49 0
-55 10 23 0
-8 -34 57 0
20 -52 51 0
-29 -26 17 0
9 37 -44 0
6 -18 24 0
53 57 -30 0
-33 -4 -23 0
11 -43 -2 0
47 -37 -22 0
19 -24 44 0
-14 22 -44 0
49 51 27 0
-17 34 46 0
-34 -14 21 0
46 14 49 0
-20 35 24 0
12 53 60 0
-48 -35 -47 0
