c instance by G2
c solution = 00000010001010110110
p cnf 20 40 3
w 6 7 8 5 7 1 3 7 6 8 3 8 6 4 1 2 0 7 6 5 
-3 -2 13 0
-17 -18 12 0
-13 -20 -3 0
-2 12 1 0
-19 -14 17 0
-16 13 17 0
9 3 16 0
20 5 -12 0
12 -4 20 0
-7 -8 -19 0
-9 -10 2 0
-6 -11 10 0
-1 20 17 0
-17 4 9 0
-10 -18 -1 0
1 14 7 0
3 -13 -10 0
12 17 11 0
18 -2 -14 0
16 4 8 0
9 3 -2 0
-18 -3 1 0
15 9 -19 0
-11 -7 -9 0
-9 -11 10 0
14 -20 -18 0
-18 13 6 0
17 19 -18 0
10 -5 -18 0
4 1 -3 0
2 -11 18 0
20 -10 1 0
-7 -16 -12 0
-2 -17 -11 0
16 7 -11 0
-2 16 4 0
-16 -15 -17 0
-16 -3 6 0
2 5 -9 0
-6 8 -15 0
