c instance by G2
c solution = 1001110101010110010111100110010100001111
p cnf 40 192 3
w 4 6 2 3 5 7 2 4 7 5 7 8 7 5 8 2 6 2 1 1 3 1 0 5 0 7 1 4 2 0 2 0 8 7 9 4 1 7 0 7 
-26 -14 21 0
26 9 -37 0
8 -32 -6 0
-9 38 40 0
17 -11 -21 0
9 -10 15 0
7 12 25 0
-33 37 31 0
-11 -18 38 0
-35 4 -18 0
-17 -20 -22 0
37 1 31 0
-21 18 -26 0
-18 -6 -7 0
25 7 -17 0
-25 39 -26 0
-23 19 -13 0
-28 33 36 0
2 27 -34 0
13 -22 -28 0
29 12 -15 0
-26 7 38 0
-32 -26 -9 0
33 14 -8 0
29 31 -16 0
31 -7 -28 0
-14 -23 30 0
31 -7 35 0
-33 -22 -29 0
1 26 17 0
-28 29 22 0
1 -6 28 0
10 19 -4 0
-10 30 20 0
18 39 -17 0
23 18 34 0
-4 -25 -21 0
32 9 10 0
3 -37 14 0
-24 17 31 0
-13 -23 -19 0
1 -34 -11 0
23 16 32 0
-18 23 28 0
5 -27 39 0
20 -10 33 0
-32 -35 9 0
-28 11 23 0
22 31 26 0
-6 15 9 0
-25 -1 24 0
13 27 6 0
-30 15 -4 0
33 -24 -12 0
33 25 -16 0
24 4 -5 0
27 32 -9 0
-34 -36 -9 0
20 32 18 0
-4 33 8 0
10 -33 -23 0
27 1 -13 0
-16 23 -31 0
24 38 33 0
-15 -5 -3 0
-22 -24 -33 0
-29 32 -38 0
1 -29 -23 0
27 -33 5 0
-14 38 17 0
-13 -35 -5 0
32 -39 -3 0
21 5 20 0
5 19 -20 0
-39 10 -21 0
-7 -20 -3 0
18 -14 -38 0
12 2 32 0
16 -34 18 0
31 -32 -16 0
-27 22 -11 0
-20 12 -25 0
4 -21 -20 0
5 -10 -18 0
-35 -19 -39 0
-32 -16 14 0
11 -6 37 0
-24 -40 34 0
12 -37 -3 0
15 -1 22 0
-22 -34 28 0
-3 9 35 0
23 -28 -20 0
3 32 31 0
-22 -40 -19 0
35 1 27 0
22 34 3 0
-29 -27 -5 0
32 11 26 0
9 40 -17 0
12 3 39 0
38 -6 36 0
37 -28 -14 0
25 -33 2 0
39 18 -30 0
28 -1 6 0
10 23 14 0
14 -1 -40 0
-16 -33 7 0
15 -12 -20 0
-8 40 14 0
31 3 26 0
-2 28 7 0
20 24 22 0
24 26 -29 0
-36 25 31 0
35 -31 -25 0
39 33 26 0
-24 4 10 0
11 3 -36 0
-26 -9 -21 0
-10 -37 -31 0
7 -11 16 0
22 25 36 0
33 -19 14 0
24 23 29 0
-10 -13 -20 0
-27 -34 17 0
-12 39 -30 0
-39 32 9 0
-38 24 -34 0
-16 -37 19 0
-28 -22 9 0
-21 -29 31 0
-37 32 9 0
4 -30 16 0
38 -2 -24 0
6 32 23 0
2 -7 34 0
-28 37 31 0
12 -34 16 0
-30 7 15 0
16 -7 33 0
-14 -19 23 0
26 36 9 0
40 -26 -12 0
-3 14 21 0
34 -9 7 0
11 7 -24 0
-11 -16 31 0
-15 -7 9 0
-20 -13 31 0
7 -25 -32 0
17 10 -34 0
10 -25 -23 0
-29 24 4 0
-4 7 -31 0
-34 -27 -1 0
-14 28 -35 0
17 -39 -16 0
38 13 8 0
5 30 27 0
8 17 -34 0
-8 4 -12 0
8 -35 -40 0
40 -10 -36 0
-25 -24 13 0
27 35 19 0
-40 -2 25 0
14 27 -12 0
4 27 12 0
19 -24 -20 0
-19 -35 17 0
-18 19 -16 0
-8 -37 -31 0
38 -26 -15 0
27 -8 -17 0
25 37 -10 0
-29 8 -36 0
26 -9 23 0
-6 -34 23 0
18 -20 -22 0
12 -5 -6 0
10 35 -36 0
-8 10 -38 0
19 30 -17 0
-33 7 28 0
-2 -28 -14 0
-2 12 39 0
5 29 28 0
-3 -19 12 0
8 30 -38 0
