c instance by G2
c solution = 010010101011111001100110011000
p cnf 30 30 3
w 4 3 2 5 6 9 8 8 7 9 0 6 3 8 6 6 4 9 5 2 2 4 1 0 4 2 5 7 3 1 
14 21 17 0
-23 5 17 0
6 15 30 0
21 -17 28 0
18 -15 -23 0
-8 30 -2 0
-13 7 -11 0
19 17 3 0
-12 9 -7 0
8 -12 22 0
12 -7 8 0
17 -3 29 0
-13 -9 -30 0
-16 -19 -7 0
-24 28 -9 0
-14 16 -6 0
-15 11 -27 0
-1 28 6 0
-14 29 -4 0
-19 16 26 0
30 6 -29 0
-27 -10 24 0
-18 -21 -23 0
-13 -20 -23 0
6 -7 -25 0
23 29 -15 0
-27 28 13 0
25 3 2 0
21 -13 -28 0
6 -26 27 0
