c instance by G2
c solution = 01011110110110110010011100010100000111111010101000
p cnf 50 150 3
w 0 8 7 2 1 9 2 3 2 2 7 6 4 8 3 1 8 4 4 0 0 2 6 1 5 0 5 9 6 6 0 3 1 7 4 5 9 0 7 9 5 2 2 0 9 2 9 0 9 1 
-38 37 -25 0
5 -11 -17 0
11 29 37 0
-38 10 8 0
-18 50 12 0
-25 -42 -10 0
-37 30 11 0
18 14 28 0
-9 14 19 0
-15 11 -25 0
34 -29 50 0
24 22 26 0
-22 -41 -1 0
-38 -43 22 0
-38 7 3 0
-7 -12 -29 0
-24 -21 -2 0
28 -39 -18 0
27 -21 14 0
-7 41 -28 0
-4 21 40 0
29 7 21 0
9 -19 -16 0
-33 -20 -1 0
-42 17 -44 0
-3 27 -2 0
18 28 1 0
-39 -22 4 0
-2 -28 36 0
26 10 43 0
-2 -23 -29 0
34 -39 36 0
48 -17 -3 0
-28 20 -46 0
-28 11 43 0
-37 -11 -32 0
41 46 6 0
-12 24 -33 0
28 12 -36 0
12 29 -6 0
34 -20 -22 0
-29 -2 -48 0
-7 11 -20 0
-36 24 -45 0
10 -38 44 0
-26 22 -39 0
10 -31 20 0
-30 -17 -45 0
22 -50 -1 0
-34 -45 16 0
43 4 -46 0
49 -39 -48 0
-43 -11 7 0
18 11 5 0
23 46 32 0
-29 -41 -5 0
-50 -32 47 0
-11 38 -3 0
20 -31 29 0
19 32 46 0
30 32 -31 0
48 -16 -25 0
47 45 -3 0
3 -35 20 0
13 -33 44 0
1 13 44 0
-4 22 31 0
27 -35 -12 0
41 -26 -15 0
-16 10 -37 0
-30 45 -22 0
7 27 -33 0
-5 -49 1 0
-8 -35 -44 0
-4 -41 -48 0
31 11 -14 0
48 49 24 0
-13 -10 -50 0
-9 -46 11 0
-8 44 -33 0
-44 -12 -24 0
42 -46 -36 0
-34 -44 -33 0
-44 9 -38 0
22 -35 -37 0
48 -7 -26 0
10 19 47 0
-16 39 -30 0
-35 14 -49 0
-31 43 -46 0
44 38 8 0
6 -48 14 0
-2 -44 -12 0
45 -35 44 0
-9 -46 -28 0
-18 -24 20 0
-44 -37 -10 0
12 44 33 0
-36 -12 16 0
-20 -49 -33 0
-28 43 -37 0
-23 17 -29 0
-2 -24 -50 0
38 42 17 0
44 -18 -34 0
-2 -24 -27 0
14 -37 -50 0
13 -25 -37 0
37 4 -49 0
9 -41 27 0
-21 20 50 0
-35 26 -28 0
-39 15 -30 0
-39 -50 -9 0
9 -25 -26 0
-4 15 -10 0
33 -47 -14 0
46 -11 -2 0
17 -34 -47 0
-5 31 -32 0
-28 36 -24 0
-12 -10 6 0
-10 -25 49 0
-8 50 27 0
50 -11 -12 0
-10 40 24 0
14 -17 -38 0
47 -23 31 0
-47 35 4 0
6 -45 23 0
19 4 -20 0
1 -11 28 0
29 -33 14 0
6 -25 1 0
44 43 -3 0
2 26 29 0
28 -44 -24 0
-42 -47 8 0
-12 6 37 0
29 7 9 0
28 47 -4 0
26 -43 -49 0
31 -32 -45 0
12 13 19 0
-38 40 -29 0
-38 8 4 0
46 -3 27 0
46 -47 -11 0
-35 29 -41 0
-41 30 -22 0
