c instance by G2
c solution = 11011011110100110101100011111011110000000011001000
p cnf 50 200 3
w 7 8 5 9 7 1 3 2 3 7 4 6 3 5 0 3 1 9 0 2 8 6 3 0 6 2 6 4 6 3 7 9 5 5 7 5 7 8 9 9 7 6 2 3 7 0 4 4 5 9 
-42 -9 -8 0
-22 40 50 0
-21 13 34 0
-37 -10 -27 0
38 31 -23 0
-15 8 -49 0
-21 -43 -6 0
35 -36 9 0
-7 -39 -4 0
1 -9 13 0
18 -16 3 0
-11 -24 -21 0
-5 -48 45 0
-41 -3 22 0
-31 -24 -49 0
31 22 -47 0
-32 -30 -47 0
-19 48 2 0
-16 8 38 0
33 49 -45 0
35 20 13 0
4 39 35 0
-7 -49 -45 0
10 23 -45 0
-16 8 32 0
46 -6 24 0
13 -45 38 0
29 15 -46 0
25 14 22 0
-5 18 -46 0
2 -7 21 0
-34 33 9 0
8 -18 -44 0
50 11 -13 0
-2 33 -21 0
49 29 22 0
-25 -4 47 0
-22 -11 -24 0
13 18 27 0
-42 -8 49 0
-30 -36 -50 0
8 42 -32 0
10 9 27 0
37 30 32 0
-14 18 -38 0
-28 27 -1 0
-36 -48 -20 0
13 -24 46 0
-46 -25 -48 0
33 -3 -24 0
-11 48 6 0
12 -2 31 0
38 -35 36 0
21 -2 -32 0
-26 -4 7 0
27 36 -15 0
3 4 -42 0
-41 22 36 0
13 48 -11 0
41 -28 -6 0
-38 -41 -3 0
-19 -16 41 0
15 13 -24 0
39 17 9 0
39 26 -27 0
2 33 40 0
43 49 -34 0
-33 -3 6 0
-43 27 -25 0
12 14 -21 0
40 -21 18 0
-46 -31 -50 0
-24 40 17 0
46 -22 -29 0
8 12 -11 0
-43 -25 -42 0
-20 30 29 0
18 -29 -40 0
-50 -8 -6 0
-11 -25 -21 0
-36 -5 -13 0
32 -44 -2 0
-41 -23 44 0
-7 12 -22 0
2 18 -48 0
-43 37 44 0
-28 -15 -17 0
4 5 33 0
17 -7 -46 0
1 -32 -33 0
-20 -1 -40 0
-38 34 33 0
21 24 -26 0
16 14 -31 0
-34 39 -13 0
-5 27 -20 0
3 20 46 0
29 8 1 0
19 -8 -37 0
8 -20 36 0
15 48 -41 0
38 -10 33 0
-7 -6 -45 0
-33 -15 -40 0
31 7 -40 0
16 46 -13 0
-46 14 22 0
-29 -17 2 0
2 23 15 0
-40 -3 -17 0
31 -45 -44 0
-49 44 43 0
-29 -3 27 0
7 47 -11 0
-22 35 49 0
50 -34 -35 0
44 -46 4 0
46 19 -40 0
8 22 31 0
-46 42 -18 0
-42 12 5 0
14 -6 -42 0
-29 -24 21 0
22 -15 44 0
-18 22 12 0
35 12 24 0
-36 -12 40 0
-6 31 30 0
6 -50 13 0
-21 2 33 0
-32 -21 -23 0
13 43 -46 0
46 49 10 0
10 -21 -26 0
50 -33 44 0
-17 -48 11 0
11 35 -6 0
-30 12 -4 0
36 -44 2 0
23 14 -35 0
29 20 -44 0
9 45 39 0
13 45 -14 0
9 1 13 0
42 -43 -49 0
-20 14 -41 0
47 5 20 0
36 45 -38 0
-7 -39 15 0
43 -29 -28 0
49 11 33 0
-34 -3 27 0
47 33 -21 0
-40 50 30 0
-10 43 -35 0
-32 15 19 0
28 -10 -15 0
-6 23 -22 0
29 -13 -35 0
11 23 -3 0
16 30 46 0
-34 5 30 0
25 33 10 0
3 -18 -30 0
-46 32 12 0
-24 -26 14 0
-39 -18 5 0
41 28 19 0
28 -29 -40 0
1 -29 47 0
-13 -20 49 0
-33 26 -30 0
-11 -8 36 0
-25 -28 -41 0
39 21 -18 0
-22 -33 49 0
-34 27 -44 0
-14 6 22 0
-8 -42 37 0
-38 -26 -18 0
35 39 43 0
49 28 -26 0
34 16 44 0
9 8 20 0
35 1 40 0
34 -28 -1 0
7 -31 -47 0
-35 17 46 0
41 33 -16 0
-33 -19 23 0
-46 44 13 0
-6 32 24 0
40 11 -30 0
5 -43 22 0
-20 19 44 0
-14 23 50 0
46 13 21 0
-27 1 35 0
31 -21 39 0
-6 18 14 0
