c instance by G2
c solution = 01011110110110110010011100010100000111111010101000
p cnf 50 170 3
w 0 3 7 7 3 1 4 8 1 3 3 9 7 8 0 6 7 7 2 4 5 3 1 3 3 3 9 0 6 2 5 2 3 8 7 2 3 9 3 0 9 1 1 2 6 3 7 6 0 6 
31 -17 -4 0
2 -3 -18 0
-21 20 50 0
10 -38 44 0
-38 10 8 0
-12 6 37 0
-29 -33 3 0
34 -39 36 0
-29 -41 -5 0
-30 50 36 0
-50 -32 47 0
-5 -49 1 0
-8 -35 -44 0
-49 -30 17 0
-34 -45 16 0
-26 22 -39 0
25 -34 -43 0
29 -20 8 0
12 44 33 0
36 -8 -14 0
32 -15 -1 0
41 35 25 0
13 -25 -37 0
-36 -21 8 0
-18 -50 12 0
-24 -21 -2 0
-28 43 -37 0
46 -2 -31 0
-42 17 -44 0
-44 20 18 0
-12 24 -33 0
-29 -2 -48 0
-9 -46 11 0
13 -33 44 0
28 12 -36 0
-37 -11 -32 0
-35 33 20 0
-44 9 -38 0
1 -11 28 0
-12 -36 45 0
-4 10 -5 0
24 22 26 0
30 32 -31 0
5 -30 44 0
-45 -43 30 0
7 27 -33 0
34 -29 50 0
-22 -23 -14 0
4 -6 -7 0
-47 48 28 0
-35 29 -41 0
-10 40 24 0
-13 -10 -50 0
10 -31 20 0
-22 1 -31 0
31 -11 49 0
-20 -49 -33 0
3 -35 20 0
6 -45 23 0
5 -11 -17 0
-15 11 -25 0
-11 38 -3 0
42 -46 -36 0
-5 31 -32 0
-33 -20 -1 0
-10 -25 49 0
1 46 -32 0
-9 14 19 0
38 34 25 0
-2 -44 -12 0
28 27 -12 0
-22 11 39 0
-38 7 3 0
2 36 -11 0
-34 -44 -33 0
44 -18 -34 0
38 17 -20 0
50 25 -32 0
8 3 6 0
22 -35 -37 0
-37 30 11 0
-29 14 -16 0
38 42 17 0
-29 -31 -45 0
13 18 14 0
-2 -24 -50 0
-5 -48 -36 0
35 -10 24 0
-7 -12 -29 0
-18 50 12 0
18 14 28 0
-25 -42 -10 0
15 -22 35 0
20 -18 -47 0
9 -41 27 0
-23 17 -29 0
34 -4 19 0
-44 -37 -10 0
-35 14 -49 0
-8 -15 -30 0
-39 15 -30 0
-8 44 -33 0
35 -50 25 0
9 -25 -26 0
50 -11 -12 0
-7 11 -20 0
50 -38 -27 0
-19 43 1 0
-43 -11 7 0
41 46 6 0
10 19 47 0
27 34 -25 0
22 -50 -1 0
19 4 -20 0
33 -47 -14 0
-4 -41 -48 0
-27 39 -28 0
26 10 43 0
-36 -12 -32 0
6 -48 14 0
3 18 40 0
14 -26 -39 0
-31 43 -46 0
22 26 35 0
-30 -3 -4 0
-30 -17 -45 0
-47 35 4 0
-3 27 -2 0
44 -43 -46 0
29 7 9 0
-38 40 -29 0
2 27 -16 0
-39 -50 -9 0
11 50 16 0
4 10 46 0
27 -42 8 0
45 -35 44 0
6 -25 1 0
-41 22 20 0
-38 37 -25 0
28 -39 -18 0
-4 22 31 0
28 -44 -24 0
43 4 -46 0
12 13 19 0
-38 8 4 0
18 -27 -1 0
48 -17 -3 0
27 -35 -12 0
-11 29 -21 0
37 4 -49 0
1 44 -31 0
28 47 -4 0
-16 -41 -33 0
47 45 -3 0
-36 24 -45 0
37 44 -30 0
-22 9 -28 0
-22 -43 47 0
-28 36 -24 0
-12 -48 31 0
-30 46 12 0
-15 23 46 0
41 -26 -15 0
46 -47 -11 0
-9 -46 -28 0
44 43 -3 0
-15 7 48 0
29 -14 17 0
20 -34 -22 0
