c instance by G2
c solution = 0101111010
p cnf 10 42 3
w 0 4 3 0 8 5 7 3 5 9 
7 -5 8 0
3 -2 9 0
4 -9 -3 0
-8 -7 4 0
4 2 9 0
-7 1 5 0
-5 -6 -1 0
5 -9 -2 0
3 1 2 0
8 10 2 0
-4 9 -6 0
4 -5 -2 0
7 1 -5 0
-1 3 -5 0
-6 -8 3 0
-5 2 -6 0
6 -7 -3 0
-5 -3 -7 0
-8 -9 4 0
2 8 4 0
5 3 -2 0
-8 -7 -3 0
-7 -9 4 0
-2 -5 4 0
-4 -10 2 0
-10 -2 -4 0
-9 -7 5 0
-1 2 -6 0
3 10 4 0
-9 -8 -6 0
-10 -8 7 0
6 10 1 0
8 5 6 0
-3 -4 1 0
-9 7 -2 0
2 -6 -9 0
10 4 -5 0
-2 4 -1 0
-9 7 -4 0
7 2 -6 0
6 -1 4 0
2 10 9 0
