c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 84 3
w 5 4 3 3 8 8 4 3 2 7 7 3 6 2 4 7 4 4 3 7 6 0 5 2 4 9 2 6 3 8 
-8 3 -5 0
-26 -29 -18 0
17 3 -15 0
17 20 15 0
-24 13 30 0
-10 15 22 0
-7 30 -23 0
11 -24 10 0
22 -26 28 0
-3 9 12 0
-23 -17 15 0
-8 -19 15 0
20 6 -12 0
-29 12 23 0
-28 -14 26 0
21 -19 30 0
-5 8 -29 0
2 -30 15 0
19 26 13 0
-27 10 -8 0
28 -14 30 0
24 27 -28 0
-20 -26 -15 0
-13 30 -2 0
14 15 -26 0
24 -12 25 0
9 -2 -14 0
-7 -20 -24 0
23 7 -25 0
-15 17 24 0
25 26 -18 0
-13 23 7 0
-22 5 17 0
18 2 -9 0
-27 -26 8 0
9 -12 -17 0
-4 -27 -18 0
-6 -13 -24 0
12 27 7 0
14 7 3 0
28 16 -2 0
26 8 -15 0
2 -4 21 0
14 -12 -4 0
27 7 10 0
-11 -10 7 0
-27 1 -25 0
24 -12 3 0
-22 1 2 0
8 -10 6 0
-9 -24 -10 0
7 -6 -25 0
7 -2 -21 0
-17 6 11 0
-5 19 25 0
6 -5 -9 0
-20 21 -3 0
-28 -29 -10 0
-5 15 -4 0
24 -14 -10 0
-22 -18 24 0
-3 25 7 0
-28 -5 3 0
17 -27 -14 0
10 1 18 0
-17 -4 -21 0
13 -28 17 0
28 -26 -23 0
27 -15 -28 0
6 24 19 0
-22 -2 -6 0
14 -6 -17 0
18 17 -24 0
17 -21 8 0
12 3 22 0
26 -7 2 0
-16 10 -27 0
5 11 30 0
-13 7 -4 0
15 -2 -11 0
26 4 -23 0
-20 -19 5 0
-26 -3 -16 0
-25 21 19 0
