c instance by G2
c solution = 0011110001011100001010011010101011001100
p cnf 40 136 3
w 8 3 9 3 4 1 4 8 6 4 6 6 0 5 2 0 5 2 3 9 2 6 0 6 0 8 3 1 5 7 5 0 1 6 4 6 2 5 6 8 
13 17 26 0
-26 17 35 0
19 7 -30 0
-23 -16 -18 0
34 -13 24 0
27 12 -5 0
33 23 10 0
-8 -37 38 0
7 39 27 0
34 2 4 0
-6 -18 -33 0
-13 -24 -11 0
6 -14 -19 0
18 2 3 0
7 -3 21 0
-40 6 1 0
37 -25 -31 0
-5 31 -34 0
-30 26 36 0
29 -26 -13 0
-28 36 -6 0
10 39 36 0
9 -35 -27 0
31 -29 4 0
-22 -18 7 0
-33 -29 -9 0
-17 -27 -19 0
32 35 -16 0
30 35 5 0
-31 -10 29 0
-38 -16 -20 0
-4 -19 -36 0
23 -16 -8 0
9 25 -19 0
12 32 35 0
23 -29 -39 0
22 -3 -2 0
-6 -23 4 0
17 20 4 0
9 34 -33 0
4 -33 17 0
-35 -27 -29 0
-10 -33 38 0
-15 4 -30 0
13 1 -12 0
-28 36 4 0
-5 -10 -16 0
-10 -13 -15 0
-35 39 2 0
40 -9 -20 0
30 33 -21 0
25 -6 13 0
17 39 33 0
-6 -12 -1 0
-20 30 -27 0
-2 3 -27 0
-8 23 11 0
1 29 16 0
5 28 30 0
-22 -14 -3 0
11 1 -23 0
-7 39 -21 0
10 -16 21 0
20 9 5 0
-17 -12 15 0
-26 9 -4 0
2 38 30 0
-1 30 -24 0
31 29 32 0
30 -23 32 0
-38 19 17 0
11 -15 -4 0
-20 3 40 0
28 -35 -15 0
-12 22 24 0
-23 12 -31 0
-25 1 -22 0
14 6 -8 0
-40 38 2 0
35 -26 23 0
-35 -14 21 0
-15 -28 -12 0
26 34 -28 0
-10 -33 -15 0
-14 10 2 0
15 -13 -17 0
14 10 4 0
27 18 36 0
7 26 37 0
-20 16 40 0
12 22 34 0
8 24 -22 0
-3 -26 -22 0
-20 -28 18 0
38 -35 15 0
-4 -40 36 0
-6 15 14 0
-14 31 -2 0
-37 -36 -27 0
35 25 16 0
-30 -29 25 0
20 -28 34 0
9 40 -8 0
-8 24 20 0
-13 1 31 0
-28 -17 -7 0
24 27 -25 0
17 -9 7 0
17 19 -21 0
-29 8 19 0
-14 -34 29 0
20 -32 -19 0
33 -4 27 0
-38 14 -18 0
28 -16 19 0
29 -16 -36 0
1 31 39 0
-20 -17 -1 0
-23 -19 -16 0
28 -30 -38 0
-30 3 19 0
36 5 34 0
38 -11 -36 0
27 -36 2 0
-4 -17 -1 0
17 -12 38 0
-25 36 -2 0
21 27 -12 0
12 11 7 0
-29 11 -36 0
-34 -33 -9 0
-33 4 -32 0
-3 5 -24 0
6 -29 25 0
-27 -11 38 0
-5 -33 13 0
