c instance by G2
c solution = 1110001111010000010100110100010100010011
p cnf 40 128 3
w 6 5 4 3 0 1 6 3 0 1 5 6 0 7 0 5 5 3 1 4 4 6 2 4 6 6 4 6 5 4 2 8 8 5 1 1 7 1 3 5 
-10 -1 9 0
-23 2 11 0
-37 -13 34 0
-19 -3 21 0
24 -25 13 0
-19 28 9 0
-2 29 32 0
-24 1 4 0
-37 11 16 0
-22 -36 37 0
-14 -35 -18 0
-34 -8 37 0
6 -39 -31 0
18 23 14 0
-34 -30 21 0
-20 31 8 0
13 -37 8 0
21 10 38 0
13 -32 -6 0
-15 -25 29 0
6 -14 26 0
19 10 -9 0
-8 -4 21 0
-14 19 18 0
-34 19 -37 0
22 37 9 0
35 19 39 0
-25 -17 34 0
-24 -14 -3 0
5 -29 26 0
14 31 40 0
35 -17 -3 0
4 13 23 0
-4 -40 30 0
20 -17 -27 0
-12 19 30 0
33 14 -31 0
-28 -19 -16 0
36 -4 -17 0
11 -38 -31 0
6 -30 1 0
-32 -35 -3 0
33 14 3 0
-25 -19 35 0
-31 40 5 0
29 -22 33 0
9 -3 39 0
27 -22 38 0
29 -21 13 0
-2 36 1 0
28 31 7 0
-22 -33 21 0
-17 -6 -23 0
-16 23 -20 0
-17 -23 35 0
6 -8 -25 0
-34 -36 13 0
-31 8 -33 0
-34 -28 6 0
-5 8 14 0
-38 -37 -9 0
-39 26 -36 0
28 -26 -27 0
-10 24 -26 0
32 19 35 0
15 30 3 0
-24 -34 37 0
5 -35 31 0
-38 30 -26 0
-15 36 38 0
12 35 -20 0
-25 34 -14 0
14 4 1 0
-13 -32 -9 0
15 -11 35 0
-9 -7 23 0
9 -13 34 0
30 19 5 0
27 17 32 0
21 -32 -31 0
29 -9 -38 0
19 36 13 0
40 -11 -1 0
-40 -14 -10 0
-36 -35 24 0
-13 -22 35 0
3 -7 23 0
-15 -25 37 0
22 -13 -4 0
37 -14 23 0
21 -23 -28 0
11 37 18 0
39 5 9 0
16 -4 -24 0
27 23 37 0
21 -38 8 0
35 30 -20 0
6 -15 25 0
-9 -23 -16 0
26 -32 16 0
-21 -16 -20 0
9 -14 -13 0
33 -13 -4 0
-14 27 -23 0
2 -27 -5 0
7 31 24 0
2 6 -40 0
7 26 -19 0
23 37 -9 0
18 40 35 0
26 -37 -28 0
-20 -21 -32 0
27 -34 -39 0
-34 -21 -10 0
-12 2 4 0
20 15 -10 0
22 -18 -29 0
-11 -13 -7 0
38 20 40 0
33 -13 -30 0
37 -26 -27 0
-10 20 22 0
4 -5 35 0
-12 -33 -1 0
13 -29 38 0
25 19 20 0
-36 16 -38 0
7 27 11 0
