c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 96 3
w 3 3 7 5 8 6 1 5 7 3 5 4 4 9 6 4 8 6 3 7 5 3 2 5 2 5 7 1 0 2 
3 27 -28 0
27 -15 -28 0
-20 -17 -21 0
9 -2 -14 0
6 24 19 0
-28 30 -17 0
-21 -12 20 0
26 8 -15 0
-8 3 -5 0
17 3 -15 0
-13 -16 2 0
2 -4 21 0
22 -26 28 0
-21 23 16 0
-28 8 -10 0
2 -9 15 0
14 -12 -4 0
24 -14 -10 0
-4 -27 -18 0
-26 -29 -18 0
15 -2 -11 0
-5 15 -4 0
2 27 14 0
-5 8 -29 0
-10 15 1 0
-25 -27 4 0
-17 -4 -21 0
-29 12 23 0
23 15 -10 0
17 -15 -21 0
-16 3 26 0
6 -5 -9 0
-28 25 -3 0
14 -6 -17 0
-13 23 7 0
7 -6 -25 0
21 19 27 0
7 -2 -21 0
12 19 2 0
9 -25 -19 0
-5 19 25 0
22 -12 27 0
13 -28 17 0
-3 -4 7 0
1 7 -14 0
-28 -29 4 0
14 7 3 0
-27 10 -8 0
-3 9 12 0
-7 30 -23 0
22 2 13 0
9 -12 -17 0
24 -12 3 0
25 26 -18 0
-28 7 26 0
-27 1 -25 0
-16 10 -27 0
-27 -26 8 0
-2 7 -25 0
-22 -18 24 0
17 -6 -14 0
-15 -21 2 0
-17 6 11 0
11 -24 10 0
-20 21 -3 0
29 15 28 0
28 16 -2 0
20 6 -12 0
24 -8 15 0
17 -21 8 0
15 -22 -19 0
28 -26 -23 0
10 1 18 0
-22 -2 -6 0
-22 5 17 0
-8 -26 20 0
-20 -19 5 0
-13 18 -22 0
-11 9 -23 0
-15 17 24 0
26 19 -3 0
21 -19 30 0
12 3 22 0
-1 24 27 0
19 26 13 0
-7 24 -30 0
27 10 -21 0
18 2 -9 0
10 -27 -3 0
-7 -14 30 0
13 27 -12 0
5 4 -23 0
-3 -30 -28 0
26 -7 2 0
24 -12 25 0
-28 -14 26 0
