c instance by G2
c solution = 00000000010110110011110000110100001001111100000010
p cnf 50 290 3
w 4 2 6 9 5 3 9 4 0 9 7 1 2 8 3 7 1 4 4 1 6 4 2 6 1 7 7 9 9 7 0 1 6 5 1 4 1 1 4 7 5 7 7 0 5 1 5 8 1 0 
1 -48 -38 0
-10 -7 -29 0
42 -7 -26 0
21 12 -36 0
23 24 16 0
12 42 -10 0
26 41 -8 0
-34 -2 -3 0
-32 25 36 0
-50 45 -19 0
33 8 -29 0
-47 16 30 0
21 35 -37 0
19 12 6 0
18 15 -28 0
20 -35 -31 0
-42 -43 44 0
47 9 -25 0
-21 -47 7 0
-29 -2 -35 0
-32 47 -24 0
38 32 7 0
-18 -46 -11 0
-44 2 -39 0
-43 26 33 0
-44 -20 -23 0
-27 -4 33 0
1 -29 -26 0
47 -36 19 0
4 -32 48 0
5 -43 32 0
10 16 -48 0
46 49 -33 0
-29 -23 -18 0
-12 -5 -16 0
-4 44 -36 0
24 -2 -18 0
-18 -5 -16 0
3 38 44 0
46 -32 44 0
46 -5 -15 0
28 42 -9 0
-41 -30 -7 0
-9 12 6 0
42 -30 -20 0
-12 -44 35 0
-6 -16 43 0
-41 -17 -35 0
6 46 -32 0
-26 14 36 0
-12 -40 -37 0
-40 30 34 0
-39 -37 -41 0
-1 32 -22 0
19 -35 -13 0
45 -47 32 0
27 -41 26 0
49 -16 41 0
-19 -3 -4 0
-33 -42 24 0
-25 32 4 0
-3 -8 -6 0
18 -27 -25 0
4 49 -19 0
-29 47 -17 0
-24 -14 -3 0
-22 -2 43 0
-28 39 -45 0
32 -21 38 0
-19 -47 28 0
48 -14 -7 0
32 -35 -2 0
48 -33 38 0
-40 28 34 0
-7 -41 11 0
-19 13 18 0
22 -20 17 0
-16 -13 -7 0
-7 -40 8 0
-10 -15 35 0
-6 -20 38 0
-47 -33 -6 0
8 42 -13 0
-37 22 -19 0
-14 46 -7 0
27 22 -29 0
-33 4 30 0
-43 50 1 0
26 15 -12 0
40 -8 45 0
41 -22 14 0
-38 -9 -30 0
20 -2 42 0
-19 -9 20 0
-5 -40 -22 0
37 -11 46 0
6 -46 -47 0
-50 48 22 0
-28 -47 2 0
24 33 16 0
-43 -44 -25 0
-13 -31 -1 0
12 22 50 0
-21 35 38 0
-19 -43 18 0
47 -26 -4 0
-31 23 -49 0
-36 -13 46 0
-33 -47 -6 0
-13 -50 -29 0
-38 35 15 0
-27 -39 20 0
29 -8 -45 0
-30 -49 15 0
-44 -33 -10 0
-8 -33 -32 0
10 -22 -24 0
17 -46 -23 0
4 -7 -24 0
37 -1 16 0
43 5 -18 0
49 26 10 0
-49 -14 33 0
-44 37 23 0
31 -40 -4 0
-29 -46 -9 0
19 -40 -7 0
38 37 7 0
37 12 -30 0
3 -34 4 0
31 14 -6 0
-7 -16 -18 0
-16 18 10 0
43 44 10 0
29 -49 -34 0
-44 49 -6 0
-6 -31 -44 0
-2 49 -44 0
-28 -12 -25 0
6 -29 -45 0
35 38 24 0
35 -25 38 0
-20 -34 1 0
-12 -44 49 0
41 48 23 0
-24 -37 23 0
3 -33 37 0
16 21 -43 0
-37 -49 38 0
20 -28 11 0
24 -34 -19 0
-30 19 -6 0
16 -31 -40 0
-46 -35 -48 0
-30 3 -26 0
2 -25 3 0
-12 42 45 0
-47 2 19 0
19 44 48 0
-40 -16 -36 0
-39 6 19 0
18 -1 17 0
-31 38 46 0
-42 -24 -36 0
-13 43 -47 0
-49 10 25 0
-30 -22 19 0
-29 7 -28 0
-40 43 -48 0
-26 20 -23 0
-44 16 -47 0
7 -50 5 0
-37 -15 22 0
-25 18 32 0
21 24 18 0
-46 21 45 0
-14 -9 -44 0
27 -44 47 0
8 -13 21 0
-41 25 -33 0
-31 -35 27 0
50 -17 30 0
-43 6 9 0
-31 15 10 0
-41 35 -45 0
-3 43 50 0
-47 24 -22 0
3 32 -23 0
19 18 -35 0
-45 36 24 0
25 1 -46 0
49 -9 -12 0
-14 -5 50 0
19 -31 -11 0
-16 20 18 0
-43 11 2 0
-29 15 -10 0
20 -13 -3 0
-6 -41 -15 0
-33 -41 40 0
-44 -46 3 0
-4 -19 5 0
46 45 30 0
-44 -10 7 0
-42 -8 -36 0
15 -39 42 0
13 42 33 0
48 10 6 0
6 49 3 0
-36 8 -47 0
34 -23 28 0
-40 -7 18 0
-21 20 10 0
18 21 47 0
-39 11 -37 0
-3 32 -41 0
9 41 4 0
-36 -23 -9 0
-13 -24 -30 0
-10 -8 28 0
28 32 -31 0
-18 40 -39 0
23 -28 -5 0
19 -33 -29 0
-32 -44 7 0
43 -17 14 0
39 12 6 0
10 -25 46 0
20 23 25 0
-21 -2 41 0
-43 41 -17 0
6 -34 27 0
-18 -30 -13 0
-25 22 30 0
24 10 48 0
11 29 -46 0
-2 37 46 0
27 -4 -12 0
-42 31 -48 0
49 -42 -16 0
46 2 16 0
-30 -46 5 0
15 25 14 0
-30 -23 -21 0
-5 45 1 0
14 8 -31 0
31 -20 30 0
-40 -6 -8 0
24 -9 38 0
48 23 -43 0
11 9 -14 0
50 -39 -9 0
30 22 40 0
-18 -42 4 0
-24 -14 -26 0
-24 -28 44 0
12 24 -37 0
-23 -13 -29 0
40 17 47 0
-37 42 -4 0
5 -43 -41 0
-2 32 23 0
1 -47 -35 0
-27 -47 -41 0
1 -48 -26 0
11 16 34 0
-29 18 10 0
20 6 15 0
41 43 26 0
-36 -44 40 0
-14 -3 40 0
50 1 -18 0
33 -8 -25 0
-14 37 48 0
17 -25 -28 0
35 -27 48 0
-22 37 -31 0
-35 49 2 0
-27 19 -47 0
18 -21 -8 0
10 -49 -14 0
39 -50 20 0
-4 36 34 0
25 -6 -22 0
-39 18 -4 0
-12 17 39 0
-48 -27 46 0
29 -8 1 0
14 -4 16 0
13 -14 33 0
