c instance by G2
c solution = 00000000010101100001000011011010110110001111110000
p cnf 50 70 3
w 8 3 8 6 7 7 6 8 3 9 6 2 1 8 1 4 8 0 0 9 7 8 9 5 3 3 1 0 8 9 2 0 2 1 2 1 7 1 1 9 0 3 7 4 6 1 3 7 8 1 
49 8 -35 0
-17 27 39 0
-29 5 -21 0
27 26 -43 0
-42 1 -2 0
-26 -3 -42 0
9 -34 -24 0
16 9 37 0
46 -28 -45 0
-13 -29 -25 0
-6 -7 -39 0
-42 28 21 0
29 -15 -44 0
-26 45 -43 0
40 -5 45 0
45 15 29 0
19 -40 24 0
13 -6 -26 0
41 4 -43 0
47 -8 9 0
33 11 -26 0
6 40 -11 0
13 -32 49 0
-47 23 50 0
-30 7 4 0
-46 -37 -39 0
-7 48 -2 0
40 5 -32 0
-26 -19 -14 0
3 22 -50 0
-10 14 -27 0
42 11 -44 0
-49 -43 21 0
-14 -4 -45 0
-41 12 -28 0
-41 -33 10 0
8 -38 -12 0
33 -49 40 0
-14 27 43 0
20 -4 15 0
18 -23 35 0
13 26 -28 0
-46 10 39 0
-38 -28 4 0
-35 1 2 0
46 -15 24 0
39 -27 -28 0
3 -10 31 0
-33 38 14 0
40 -7 22 0
11 -15 -16 0
-43 25 18 0
-20 -9 -42 0
12 -38 9 0
-46 9 -48 0
-23 -12 17 0
-45 -35 -9 0
-42 3 -1 0
-46 36 -26 0
44 -41 21 0
17 9 34 0
13 36 -12 0
-14 -24 36 0
32 -33 -5 0
-42 20 -33 0
-41 -18 -12 0
-33 -22 32 0
15 -42 21 0
-17 44 -37 0
-16 20 2 0
