c instance by G2
c solution = 1110001111010000010100110100010100010011
p cnf 40 112 3
w 8 6 5 5 1 2 9 8 3 0 2 8 3 2 5 3 2 0 5 8 8 4 8 1 0 8 0 3 8 7 3 9 0 9 4 6 0 3 1 9 
22 -13 -4 0
-39 26 -36 0
38 17 8 0
33 14 -29 0
-15 -25 37 0
29 -9 -38 0
-25 -17 34 0
21 -32 -31 0
28 31 7 0
27 -34 -39 0
-2 29 32 0
3 -7 23 0
-19 28 9 0
22 37 -34 0
-4 -40 30 0
-10 -1 9 0
-8 30 21 0
-15 36 38 0
29 -22 33 0
-36 -35 24 0
-28 -19 -16 0
10 38 35 0
-11 -13 -7 0
-5 8 14 0
-20 -14 -40 0
-25 34 -14 0
-13 -22 35 0
31 -16 -12 0
27 23 37 0
33 39 -30 0
16 -4 -24 0
9 -14 -13 0
-4 21 14 0
36 -4 -17 0
37 -14 23 0
-2 9 -36 0
-24 -34 37 0
-15 -25 29 0
-17 -6 -23 0
18 40 35 0
-28 6 -40 0
20 -17 -27 0
27 14 -5 0
-20 31 -33 0
32 27 11 0
18 23 14 0
6 -14 26 0
-31 40 5 0
4 11 7 0
17 35 -11 0
-10 20 22 0
-20 19 -13 0
-34 -36 13 0
39 5 9 0
13 -29 38 0
-34 -28 6 0
26 35 -10 0
19 -32 -17 0
24 -25 13 0
-32 -9 -25 0
-22 -36 37 0
15 30 3 0
33 34 -6 0
-38 35 -20 0
-24 1 4 0
-23 2 11 0
40 -11 -1 0
21 -38 8 0
-12 2 4 0
-14 -35 -18 0
-22 -33 21 0
1 16 -3 0
-21 -16 -20 0
9 -13 34 0
15 -37 35 0
-24 40 -3 0
-34 -8 37 0
-15 -20 -39 0
12 -8 -30 0
-37 -13 34 0
-14 19 18 0
13 -37 8 0
-16 23 -20 0
13 -39 3 0
-25 -19 35 0
-40 -14 -10 0
28 -19 -26 0
-1 -22 -2 0
-39 2 38 0
18 21 -12 0
-38 -37 -9 0
21 36 38 0
19 10 -9 0
-34 19 -37 0
4 -31 35 0
7 31 24 0
7 26 -19 0
37 20 28 0
20 15 -10 0
32 19 35 0
23 37 -9 0
-8 -10 -35 0
6 -30 -27 0
-32 -35 -3 0
28 -26 -27 0
14 -21 4 0
-31 8 -33 0
-38 30 -26 0
24 25 21 0
23 21 5 0
-9 -7 23 0
5 -29 26 0
