c instance by G2
c solution = 101101110011010000110000000011
p cnf 30 54 3
w 8 9 3 5 2 3 3 0 6 5 8 4 5 9 2 8 7 8 5 4 6 6 0 3 1 3 7 8 5 6 
-1 15 8 0
13 14 -20 0
23 -9 5 0
-11 12 -20 0
30 -4 18 0
5 3 22 0
6 -23 4 0
3 -6 16 0
-1 -4 7 0
-25 5 -15 0
14 25 -12 0
-28 -6 2 0
19 9 17 0
13 8 3 0
-9 11 4 0
4 13 30 0
-15 22 24 0
-11 -6 -25 0
-7 -16 2 0
17 -2 -7 0
-25 -9 -18 0
14 23 3 0
3 -29 5 0
-18 15 17 0
2 -14 -21 0
2 1 -8 0
-7 9 -5 0
18 3 11 0
2 -17 -27 0
-3 29 -14 0
-6 -27 -29 0
17 -30 -13 0
20 22 9 0
-26 -23 1 0
-22 -4 15 0
16 -18 5 0
6 -8 -14 0
-17 8 -29 0
-30 -1 -26 0
-26 24 -14 0
6 1 -5 0
-20 -13 -3 0
-15 -25 -22 0
-12 -24 26 0
22 14 -27 0
18 13 4 0
13 -12 -21 0
-12 3 15 0
-11 22 -17 0
-16 15 26 0
13 -23 2 0
-17 24 5 0
-10 18 -29 0
18 2 11 0
