c instance by G2
c solution = 1110001111010000010100110100010100010011
p cnf 40 88 3
w 5 7 0 1 5 7 0 5 5 6 6 7 0 3 7 3 7 0 7 1 7 6 0 4 8 9 4 0 0 1 8 3 8 0 4 9 8 5 9 6 
-24 -34 37 0
-1 32 4 0
15 18 -36 0
27 -34 -39 0
-12 11 -33 0
-10 -1 9 0
-32 8 -36 0
36 -4 -17 0
-34 19 -37 0
-38 -37 -9 0
10 -2 15 0
-19 -40 -23 0
4 -20 39 0
-25 34 -14 0
26 15 38 0
-17 -6 -23 0
35 -10 -14 0
-13 -22 35 0
-22 -36 37 0
9 -13 34 0
25 -13 19 0
21 -38 8 0
-9 35 2 0
-40 -14 -10 0
7 26 -19 0
31 -17 -7 0
-28 -19 -16 0
-24 13 -22 0
29 -22 33 0
28 -26 -27 0
18 23 14 0
-35 -12 33 0
20 -17 -27 0
20 4 -9 0
-31 40 5 0
-7 36 31 0
28 -23 12 0
-21 -16 -20 0
22 -8 9 0
-14 -35 -18 0
-22 -33 21 0
39 5 9 0
-25 -10 13 0
-28 14 -23 0
-15 -25 29 0
21 -32 -31 0
-37 -13 34 0
-32 -35 -3 0
-34 -36 13 0
-38 30 -26 0
-36 -35 24 0
-16 -3 28 0
4 -12 -34 0
17 -21 -39 0
-39 26 -36 0
-4 -40 30 0
25 -6 37 0
6 -14 26 0
5 -29 26 0
-7 21 -5 0
24 -25 13 0
-26 -31 -24 0
-16 23 -20 0
32 19 35 0
13 -37 8 0
11 -4 13 0
-14 19 18 0
6 14 30 0
-2 29 32 0
-9 -7 23 0
9 -14 -13 0
19 1 -10 0
-29 28 11 0
15 30 3 0
29 -9 -38 0
25 17 24 0
-10 20 22 0
14 3 -23 0
34 -27 -8 0
-23 40 27 0
22 -13 -4 0
-36 7 -32 0
40 -11 -1 0
-38 -8 35 0
38 23 -8 0
-10 -11 34 0
-24 -36 -37 0
-15 -30 14 0
