c instance by G2
c solution = 00000000010101100001000011011010110110001111110000
p cnf 50 100 3
w 7 1 6 7 2 3 2 5 6 8 6 7 7 6 4 8 5 3 7 8 0 6 5 3 9 1 8 0 1 0 7 1 2 0 8 6 6 6 9 8 9 6 3 8 5 8 3 0 2 9 
44 -45 16 0
-14 -24 36 0
35 -44 -32 0
-10 46 9 0
-22 3 45 0
50 30 31 0
-36 37 18 0
-2 50 8 0
-36 3 45 0
-12 -16 -34 0
22 -44 29 0
-17 44 -37 0
-42 -33 -47 0
-22 -41 40 0
13 -43 -21 0
-17 -37 -14 0
-46 36 -26 0
-3 -42 17 0
20 -42 46 0
-8 9 32 0
-44 -14 -6 0
20 -4 15 0
40 25 11 0
-39 28 -42 0
-38 -28 4 0
-1 32 30 0
-41 -33 10 0
-18 27 -43 0
-41 12 -26 0
-50 35 22 0
-45 -15 -21 0
-32 49 -17 0
25 33 -14 0
14 42 33 0
-7 48 -2 0
3 -11 2 0
3 -48 42 0
-16 35 22 0
4 -29 -18 0
-12 -27 -20 0
-33 -2 13 0
32 -6 48 0
48 -45 34 0
19 50 -23 0
-10 14 -27 0
-34 -36 -39 0
-42 -30 -12 0
-48 -29 -46 0
35 17 -13 0
-18 26 -42 0
-5 -32 12 0
18 -23 35 0
12 -38 9 0
39 6 46 0
49 -42 -21 0
-25 43 -41 0
26 -17 -28 0
38 5 14 0
-28 36 22 0
-10 20 -33 0
-4 35 39 0
13 26 -28 0
-11 -4 31 0
-33 15 6 0
38 22 33 0
-34 18 28 0
4 32 -7 0
7 23 42 0
-44 41 -46 0
-39 21 26 0
-45 7 -5 0
-41 48 -38 0
13 -35 18 0
44 19 24 0
41 -28 -11 0
-14 45 5 0
2 -33 26 0
40 5 -32 0
13 -49 -14 0
22 1 12 0
45 15 29 0
40 -5 45 0
46 -15 24 0
39 -40 -46 0
8 17 -19 0
-43 29 -45 0
6 3 10 0
-6 -7 -39 0
-16 20 2 0
-35 50 -46 0
21 -35 44 0
-13 26 -40 0
-43 32 -9 0
1 21 -11 0
-45 -35 -9 0
33 -49 40 0
49 8 -35 0
-32 -6 -39 0
-12 -49 22 0
-14 -42 -24 0
