c instance by G2
c solution = 001010000101000000101001011101
p cnf 30 132 3
w 2 6 2 9 6 6 0 3 9 6 8 3 3 2 3 4 7 6 1 5 1 4 3 3 3 1 1 7 9 5 
-30 -13 -16 0
3 -29 -4 0
-24 28 -25 0
13 19 -10 0
-12 -9 15 0
-15 -6 -23 0
-14 -22 3 0
-7 2 -12 0
-29 -30 -5 0
-13 -29 26 0
8 -15 23 0
20 29 -14 0
8 1 -4 0
15 17 -22 0
-23 22 -18 0
28 15 10 0
-11 29 -30 0
-9 26 28 0
8 -4 2 0
27 5 15 0
-27 28 -29 0
22 4 -25 0
-13 18 -1 0
3 -26 -29 0
-27 -2 -19 0
12 -23 17 0
-21 13 -25 0
-26 -29 -14 0
-13 -1 16 0
-2 7 -14 0
-16 1 22 0
27 9 6 0
25 -16 15 0
7 -24 -8 0
14 -1 22 0
13 30 -12 0
-18 -29 -5 0
-5 9 -14 0
-5 -11 -17 0
-28 -25 -10 0
-28 -11 -3 0
26 19 -1 0
-13 29 22 0
-15 8 24 0
3 26 -28 0
3 18 20 0
-18 2 23 0
14 4 -1 0
6 -3 5 0
19 30 -10 0
-7 -9 -16 0
14 -25 -23 0
-30 9 -15 0
-3 5 23 0
20 25 24 0
21 23 -30 0
15 -14 -28 0
2 -9 -17 0
-1 -6 -19 0
-4 -28 2 0
7 -16 -3 0
23 -9 22 0
9 2 -29 0
-7 18 -4 0
17 4 -13 0
-3 24 -18 0
-29 13 -24 0
14 5 22 0
5 -12 9 0
-23 5 -29 0
25 -1 27 0
18 15 12 0
-17 -13 -25 0
18 20 28 0
23 7 28 0
-5 17 -18 0
9 6 21 0
4 27 16 0
18 -6 3 0
4 -1 29 0
18 -16 -14 0
-11 28 -12 0
-18 16 -27 0
-12 20 -13 0
-7 -18 27 0
-23 14 8 0
8 -29 -26 0
6 19 20 0
2 3 -25 0
26 1 -24 0
-5 27 7 0
-15 28 -17 0
-10 -12 -2 0
9 27 -15 0
-18 -11 -23 0
-24 11 -14 0
23 30 -5 0
9 14 -13 0
21 23 13 0
-11 -5 -21 0
-24 19 8 0
21 -8 -13 0
-3 27 9 0
10 -18 -4 0
1 -5 -14 0
-16 24 -2 0
-9 28 7 0
-29 -20 1 0
-13 25 10 0
16 12 -17 0
-22 -26 6 0
28 -1 -25 0
-2 24 27 0
-2 18 -26 0
21 13 -2 0
-3 -18 1 0
5 29 1 0
7 19 -28 0
-9 5 -20 0
6 -20 -3 0
10 1 11 0
30 20 -26 0
-5 -16 -17 0
4 -26 -11 0
-17 11 25 0
-4 -16 17 0
25 -6 -12 0
26 13 -3 0
14 4 -7 0
5 8 11 0
21 13 -4 0
26 9 -12 0
