c instance by G2
c solution = 00000010001010110110
p cnf 20 44 3
w 1 1 6 3 8 2 6 7 1 0 5 3 1 0 9 1 3 4 4 9 
-16 -6 12 0
-6 -10 1 0
14 12 -4 0
-9 -10 2 0
11 -17 2 0
-18 -3 1 0
-2 -17 -11 0
-17 4 9 0
17 10 -8 0
4 1 -3 0
6 -5 -19 0
-3 -2 13 0
7 20 9 0
-10 -18 -1 0
10 2 -14 0
14 5 -17 0
11 -19 14 0
-19 8 -2 0
-11 -7 -9 0
13 4 -11 0
-20 17 -19 0
-13 -20 -3 0
-16 13 17 0
-18 -12 6 0
2 15 -1 0
-7 5 15 0
12 -9 2 0
-10 -19 17 0
-2 16 4 0
6 9 -1 0
20 -10 1 0
-15 -7 19 0
2 5 -9 0
-16 -15 -17 0
16 7 -11 0
1 -16 18 0
10 -18 -3 0
12 16 20 0
18 -2 -14 0
-6 8 -15 0
-7 -16 -12 0
17 -6 -15 0
9 3 -2 0
16 4 8 0
