c instance by G2
c solution = 01001010101111100110
p cnf 20 104 3
w 5 2 6 1 5 5 9 2 7 5 8 4 1 7 6 6 8 9 5 6 
-15 9 -3 0
2 20 -17 0
-14 -3 -1 0
8 10 19 0
-15 -7 13 0
7 -18 3 0
-10 -5 -15 0
-9 -1 -18 0
-19 15 -17 0
-3 7 4 0
-1 12 -16 0
-12 -7 -4 0
18 9 4 0
-19 -4 -12 0
-15 -1 -5 0
12 13 9 0
9 16 -12 0
18 1 10 0
-16 11 1 0
4 -19 -17 0
18 -4 -14 0
-14 9 3 0
8 6 7 0
-18 14 15 0
16 -20 -10 0
15 -11 -18 0
-1 -5 -18 0
-9 7 -18 0
-20 12 -13 0
20 15 16 0
12 -19 -7 0
9 7 -17 0
2 8 10 0
13 20 -16 0
3 8 -6 0
-1 15 6 0
-2 19 -10 0
-16 10 -4 0
-15 17 -4 0
-8 -4 2 0
-14 13 11 0
-8 1 -14 0
13 -14 12 0
-5 2 -4 0
20 12 -3 0
-14 6 7 0
-4 -7 -2 0
13 -7 -3 0
-12 13 -4 0
7 17 4 0
9 14 6 0
20 -1 -17 0
-10 -18 1 0
-13 7 14 0
-16 -4 -19 0
9 -12 11 0
-4 17 18 0
-1 -11 -14 0
-16 1 -19 0
-5 -17 6 0
-6 16 15 0
16 18 6 0
-8 -7 19 0
-11 5 -1 0
-11 3 18 0
19 2 15 0
-15 6 12 0
8 2 5 0
19 15 -1 0
-3 -18 -9 0
-12 -7 5 0
-20 17 -12 0
-8 17 -15 0
-14 13 -16 0
10 -13 15 0
5 -11 -18 0
4 12 -16 0
-13 3 18 0
-14 -10 -9 0
-11 -8 -17 0
-4 9 15 0
-15 -2 19 0
-7 4 -1 0
-4 -13 16 0
-10 -18 -4 0
-20 -9 -8 0
-10 16 14 0
-15 -4 19 0
14 -7 -5 0
8 14 7 0
12 20 -19 0
-14 -9 2 0
2 3 20 0
-13 18 20 0
-14 11 -19 0
-1 -4 -6 0
6 1 2 0
-14 3 -1 0
-17 -20 -12 0
-4 -7 9 0
20 1 -17 0
8 14 16 0
15 20 9 0
8 -1 -5 0
