c instance by G2
c solution = 0101111010
p cnf 10 44 3
w 5 8 8 7 4 5 8 9 8 9 
-7 -2 9 0
9 -4 -7 0
2 10 9 0
-7 -9 4 0
-8 -7 4 0
-9 7 -2 0
4 -5 -2 0
-5 -6 4 0
5 1 -4 0
-2 -9 -10 0
3 -2 9 0
-4 -3 -6 0
7 1 -5 0
-1 2 -6 0
-8 1 -9 0
7 -5 8 0
-10 -8 7 0
-9 -1 -4 0
-9 -8 -6 0
6 -7 -3 0
3 1 2 0
-5 -6 -1 0
6 1 -2 0
2 8 4 0
-8 -7 -3 0
8 2 -5 0
-8 -9 4 0
10 4 -5 0
-4 -10 2 0
-2 4 -1 0
8 5 6 0
3 10 4 0
-9 -7 5 0
-5 2 -6 0
5 -9 -2 0
5 3 -2 0
-9 7 10 0
-3 -4 1 0
8 10 2 0
7 9 -5 0
7 2 -6 0
4 -9 -3 0
6 -1 4 0
4 2 9 0
