c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 102 3
w 6 2 5 5 2 0 0 6 5 7 7 7 1 5 7 6 4 8 4 1 7 4 1 0 0 9 2 3 9 7 
-23 -12 -7 0
20 6 -12 0
-27 -26 8 0
-22 5 17 0
24 15 -20 0
18 2 -9 0
17 -15 -21 0
-16 10 -27 0
12 -13 -14 0
10 1 18 0
27 -15 -28 0
-28 7 23 0
24 -14 -10 0
6 -25 28 0
6 -5 -9 0
7 -12 -27 0
-8 3 -5 0
-3 9 12 0
23 -17 14 0
-17 -4 -21 0
4 21 -3 0
17 -21 8 0
-3 -26 -16 0
-28 -5 22 0
-21 5 -13 0
25 26 -18 0
17 3 -15 0
-20 21 -3 0
-29 12 23 0
-6 -8 15 0
27 -5 -15 0
22 2 13 0
13 -10 -21 0
-25 30 8 0
24 -12 3 0
14 -8 -1 0
2 -4 21 0
13 -28 17 0
-4 -27 -18 0
-21 -10 -9 0
-10 -18 -11 0
-7 30 -23 0
28 -26 -23 0
27 21 -12 0
24 -12 25 0
10 -12 16 0
26 17 6 0
-26 -29 -18 0
10 -2 15 0
-7 24 -30 0
9 -12 -17 0
19 26 13 0
6 24 19 0
-5 19 25 0
9 -25 -19 0
14 -6 -17 0
11 -24 10 0
-27 1 -25 0
-17 29 6 0
-22 -2 -6 0
14 -12 -4 0
-16 3 26 0
-4 -1 -13 0
20 -3 -28 0
28 16 -2 0
-5 15 -4 0
-22 -18 24 0
12 3 22 0
7 -6 -25 0
7 -2 -21 0
14 7 3 0
21 -19 30 0
23 15 -10 0
25 -7 -28 0
9 -2 -14 0
18 16 -25 0
1 16 -22 0
-28 -14 26 0
-13 23 7 0
-17 6 11 0
24 -8 15 0
26 8 -15 0
-15 17 24 0
6 -12 3 0
-30 19 -18 0
-5 8 -29 0
-27 10 -8 0
1 7 -14 0
-3 -7 1 0
27 -24 25 0
-28 7 26 0
-20 -19 5 0
-24 -25 -29 0
15 -2 -11 0
-8 -26 20 0
22 -26 28 0
-28 30 -17 0
10 -27 -3 0
4 29 -19 0
26 -7 2 0
-12 -22 -2 0
27 7 -11 0
