c instance by G2
c solution = 011010101111010100111010101011001011110011001010000111100101
p cnf 60 264 3
w 3 8 4 3 0 6 8 0 3 2 9 7 0 9 2 6 4 5 8 8 0 7 8 8 0 3 7 1 0 5 1 6 6 2 7 7 2 9 4 2 1 7 7 4 1 9 4 3 2 6 2 2 5 6 1 8 3 3 2 4 
25 -20 -47 0
-2 22 12 0
25 -36 49 0
8 -1 -29 0
-47 -44 59 0
54 17 -53 0
-38 35 56 0
53 6 -19 0
-45 42 -29 0
43 29 -42 0
23 -12 8 0
45 -19 -37 0
43 50 7 0
-35 8 -40 0
-17 45 -40 0
-60 56 20 0
18 5 -54 0
19 -51 -40 0
-57 56 22 0
-11 58 44 0
-12 21 43 0
13 -4 8 0
-56 31 -42 0
12 -52 -33 0
39 -44 46 0
-56 50 49 0
15 -24 -18 0
60 32 1 0
39 7 -48 0
-55 10 23 0
-48 43 5 0
11 38 1 0
-45 -11 33 0
36 -28 -37 0
-36 -22 21 0
-37 -54 11 0
-59 -38 15 0
-42 34 5 0
-50 45 -12 0
-43 -48 -2 0
-13 -23 -27 0
-46 -5 -11 0
2 57 9 0
58 -1 -31 0
57 -28 49 0
50 52 -33 0
40 46 -8 0
-50 38 43 0
-40 44 54 0
4 -14 -8 0
-43 -24 1 0
33 17 44 0
24 -3 11 0
49 50 38 0
12 35 20 0
-13 -18 -29 0
24 -51 48 0
-18 15 -59 0
-6 22 -58 0
-33 58 20 0
-1 -20 -19 0
-41 -16 3 0
40 -37 -57 0
-53 -21 -39 0
56 37 17 0
-51 6 -60 0
-48 -35 -47 0
-29 -15 46 0
-60 55 -21 0
-21 60 -10 0
-13 47 -48 0
5 -33 32 0
20 9 23 0
-55 58 6 0
-13 -6 -56 0
-50 8 -45 0
-11 55 28 0
-29 -26 17 0
-51 -46 28 0
-44 -45 -25 0
27 34 -58 0
-33 -21 -22 0
-59 -25 55 0
10 -27 -19 0
31 -8 -19 0
45 8 -6 0
-32 28 30 0
37 -60 38 0
50 -22 42 0
-24 13 -7 0
-27 16 39 0
-19 -8 41 0
-17 26 -22 0
58 27 -56 0
37 21 -17 0
12 -25 38 0
-47 -26 28 0
-21 -60 54 0
-58 20 19 0
-46 -18 59 0
-8 -34 57 0
-48 3 -57 0
47 -37 -22 0
24 -26 11 0
-29 -3 -31 0
-3 -33 -57 0
-55 -8 -23 0
17 -22 -7 0
-51 20 19 0
48 -38 52 0
2 51 -20 0
20 -25 10 0
-6 49 26 0
46 14 49 0
-44 -52 20 0
58 60 59 0
-17 11 41 0
-46 -40 17 0
-58 -34 -51 0
-60 -22 -7 0
29 -21 -59 0
4 51 -43 0
28 -43 46 0
-29 50 47 0
46 29 -57 0
16 44 29 0
-16 -60 -24 0
-48 11 56 0
42 34 44 0
-51 19 -31 0
-56 39 -12 0
-39 -56 10 0
28 -52 7 0
19 -58 -18 0
-14 -31 -30 0
-39 50 47 0
27 -49 38 0
19 -7 32 0
-28 -7 57 0
5 -54 46 0
5 -9 -14 0
-30 38 2 0
22 6 30 0
-14 22 -44 0
11 -43 -2 0
42 39 4 0
-9 -42 14 0
-21 -15 -49 0
8 26 35 0
23 -11 -22 0
12 -55 23 0
48 7 56 0
60 -16 36 0
41 18 2 0
8 -15 -25 0
-28 -27 42 0
-6 -2 -9 0
48 -15 -40 0
25 30 29 0
16 3 41 0
-59 -9 37 0
20 -51 28 0
-52 12 17 0
-58 37 59 0
53 -51 -3 0
57 29 -37 0
52 -20 -37 0
-17 -26 44 0
26 55 25 0
37 -33 -57 0
59 -33 -44 0
58 -22 31 0
48 59 14 0
20 31 -59 0
40 -49 34 0
-14 54 -1 0
28 -60 10 0
21 -38 22 0
59 41 -60 0
12 53 60 0
32 14 -18 0
25 -54 10 0
-42 -51 24 0
42 -50 -35 0
41 -59 9 0
56 20 43 0
3 -12 -54 0
-20 39 60 0
-9 12 -37 0
-46 -60 -13 0
-53 24 16 0
30 52 -19 0
-34 -37 -42 0
14 49 42 0
42 29 -12 0
-46 -7 -25 0
17 -42 36 0
11 5 31 0
35 -14 24 0
-53 22 36 0
-50 -2 28 0
39 41 -11 0
-24 31 -11 0
13 -28 4 0
9 59 57 0
-49 -46 -52 0
16 -9 10 0
-17 -60 -9 0
-51 36 4 0
28 47 4 0
52 -57 60 0
30 -4 35 0
45 -31 -42 0
51 39 -49 0
58 -60 -19 0
-40 -53 -8 0
-22 -45 -44 0
-26 -9 56 0
-3 55 -58 0
56 49 23 0
-46 -5 -1 0
-7 -27 37 0
-56 16 54 0
18 2 -9 0
-23 42 -13 0
-8 55 35 0
-32 -52 15 0
-46 14 -56 0
27 21 -32 0
27 59 4 0
-18 1 -58 0
14 2 30 0
-32 37 12 0
-48 22 17 0
19 -60 1 0
21 4 22 0
-7 -30 -15 0
25 31 53 0
-59 -31 -44 0
27 -41 -14 0
-17 -34 9 0
1 -22 14 0
37 17 -27 0
34 14 58 0
47 -45 -11 0
-35 49 -15 0
-57 -4 -53 0
-13 -41 31 0
7 51 -49 0
-33 45 34 0
-4 -9 -30 0
20 -52 51 0
29 26 -45 0
17 52 36 0
58 8 -15 0
-12 -28 42 0
19 -15 36 0
-37 -7 3 0
-34 -14 21 0
-54 -1 -14 0
19 -39 -54 0
-1 -15 59 0
-54 45 -7 0
-3 -60 -18 0
