c instance by G2
c solution = 00000000010101100001000011011010110110001111110000
p cnf 50 90 3
w 7 5 5 5 4 4 9 5 7 0 9 0 0 7 5 1 7 1 9 9 8 1 3 6 6 1 3 1 0 1 8 9 8 9 8 6 3 2 4 9 1 7 7 0 5 1 3 2 7 1 
18 -47 -28 0
20 -4 15 0
20 -42 46 0
12 23 50 0
40 5 -32 0
-32 -6 -39 0
-11 -28 -45 0
-10 17 -23 0
8 -10 -18 0
-10 14 -27 0
-14 27 -8 0
-40 21 -34 0
8 49 42 0
-18 26 -42 0
49 23 28 0
-11 -4 31 0
-28 1 25 0
-12 38 -39 0
49 8 -35 0
16 9 -2 0
25 33 -14 0
26 35 3 0
21 -35 44 0
8 -3 -12 0
1 21 -11 0
-41 -33 10 0
41 -28 -11 0
-7 48 -2 0
39 18 20 0
18 -49 -41 0
7 -26 44 0
45 21 38 0
22 -48 -36 0
-45 -35 -9 0
11 3 -38 0
39 6 46 0
-32 49 -17 0
34 19 -31 0
-16 20 2 0
-45 17 41 0
33 -49 40 0
19 -5 24 0
17 7 -19 0
-21 7 32 0
-22 3 45 0
-42 18 -16 0
13 -49 -14 0
47 9 46 0
2 -44 -27 0
-6 4 -43 0
27 -10 29 0
3 22 15 0
14 -43 21 0
-18 27 -43 0
46 -15 24 0
-46 36 -26 0
-6 -7 -39 0
-14 -24 36 0
-12 2 43 0
26 -17 -28 0
-14 -29 31 0
-13 26 -40 0
-50 19 -34 0
12 -38 9 0
32 6 -24 0
-14 45 5 0
18 -23 35 0
-22 -15 4 0
-9 -41 21 0
-17 44 -37 0
14 42 33 0
40 -5 45 0
-26 10 -43 0
16 36 -14 0
-7 11 -44 0
13 -1 -12 0
-41 12 -26 0
40 -35 19 0
-5 -32 12 0
30 -25 -17 0
-38 -28 4 0
22 -30 -44 0
-39 28 -42 0
45 15 29 0
-46 -37 -4 0
13 26 -28 0
-46 9 -13 0
33 -12 49 0
39 -32 -10 0
-41 -29 37 0
