c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 120 3
w 8 3 9 9 5 3 9 7 8 1 2 9 7 8 9 7 6 1 4 2 9 3 5 0 7 7 7 7 0 0 
-5 15 -4 0
-5 19 25 0
-28 1 -13 0
-17 12 -2 0
22 -26 28 0
-7 30 -23 0
-28 30 -17 0
21 -19 30 0
-30 -18 17 0
-21 -3 -6 0
6 -18 -2 0
17 -21 8 0
19 26 13 0
13 -28 17 0
1 7 -14 0
-25 7 -11 0
10 1 18 0
24 -12 3 0
15 20 2 0
25 -4 -29 0
6 -24 8 0
-17 6 11 0
-16 3 26 0
23 -17 14 0
-22 -18 24 0
24 -14 -10 0
22 3 -16 0
-17 -4 -21 0
-15 17 24 0
-3 -28 25 0
-10 -18 -11 0
-22 5 17 0
17 -15 -21 0
27 -15 -28 0
6 24 19 0
-7 9 -21 0
22 2 13 0
24 -12 25 0
14 7 3 0
23 15 -10 0
-22 21 7 0
21 13 22 0
29 14 17 0
-3 -19 9 0
25 26 -18 0
18 2 -9 0
-27 -26 8 0
13 2 20 0
-7 24 -30 0
-22 -27 -25 0
-18 -20 -9 0
-16 10 -27 0
29 22 -23 0
12 3 22 0
-28 -14 26 0
24 -8 15 0
15 23 21 0
7 -6 -25 0
16 -13 -17 0
-28 1 -20 0
-29 -10 -8 0
7 -2 -21 0
-20 -19 5 0
24 6 -18 0
-20 5 4 0
20 6 -12 0
26 -7 2 0
28 11 30 0
-11 -25 -18 0
-27 10 -8 0
9 -12 -17 0
28 16 -2 0
11 16 3 0
-27 1 -25 0
-15 9 17 0
-26 -29 -18 0
25 7 21 0
14 -12 -4 0
-8 3 -5 0
-29 12 23 0
26 8 -15 0
-14 -2 27 0
6 -5 -9 0
10 -2 15 0
26 -5 9 0
11 -24 10 0
-8 -22 25 0
-26 -18 14 0
10 -27 -3 0
6 -18 10 0
28 -26 -23 0
9 -2 -14 0
-22 -1 18 0
-20 27 -19 0
25 -7 -28 0
9 -25 -19 0
15 -2 -11 0
-1 -25 -4 0
23 -22 2 0
-4 -27 -18 0
13 2 -23 0
14 -6 -17 0
-28 7 26 0
-3 -7 1 0
16 23 -1 0
-23 -14 12 0
27 21 -12 0
17 3 -15 0
14 28 -21 0
-20 21 -3 0
-22 -2 -6 0
-3 9 12 0
13 19 17 0
16 -1 -27 0
-13 23 7 0
2 -4 21 0
-5 8 -29 0
-6 22 -24 0
-8 -16 -24 0
-8 -26 20 0
