c instance by G2
c solution = 0011110001011100001010011010101011001100
p cnf 40 168 3
w 4 2 3 9 8 2 8 6 2 3 7 1 9 0 7 5 2 5 2 9 8 9 4 6 6 3 1 4 8 6 0 8 7 3 3 0 5 5 8 6 
-25 1 -22 0
-40 38 2 0
-10 -3 21 0
17 19 -21 0
33 -9 17 0
-17 -12 15 0
-38 -16 -20 0
13 1 -12 0
-15 4 -30 0
29 -26 -13 0
38 -35 15 0
-30 23 -19 0
-32 35 -4 0
35 -26 23 0
-31 3 1 0
20 -28 34 0
-29 11 -36 0
-23 -16 -18 0
23 -16 -8 0
8 24 -22 0
21 -7 -11 0
28 -35 -15 0
-21 22 24 0
33 -3 -11 0
-38 -32 -19 0
34 -13 24 0
27 -36 2 0
-28 -4 19 0
-37 -36 -27 0
4 -33 17 0
22 10 30 0
30 -11 32 0
-23 -19 -16 0
40 4 -34 0
29 14 7 0
7 30 31 0
36 5 34 0
34 2 4 0
28 -16 19 0
-5 1 -40 0
1 24 -22 0
-3 -26 -22 0
7 39 27 0
39 -26 -24 0
-4 30 12 0
14 10 4 0
-23 12 -31 0
-14 2 13 0
-8 24 20 0
2 -15 23 0
28 6 -29 0
-30 3 19 0
1 31 39 0
14 1 -29 0
-24 -5 -17 0
-38 -8 -36 0
-4 -16 -24 0
27 -7 -9 0
19 7 -30 0
-37 29 40 0
-19 6 33 0
-35 39 2 0
10 39 36 0
30 39 -2 0
27 -10 -40 0
20 9 5 0
-38 14 -18 0
33 -4 27 0
-13 -14 -7 0
7 1 19 0
-20 -19 -17 0
27 12 -5 0
-27 -11 38 0
-14 -34 29 0
9 19 -21 0
27 18 30 0
-30 26 36 0
28 -1 39 0
-10 -33 -15 0
-36 28 34 0
-25 36 -2 0
40 -9 -20 0
11 26 -20 0
-40 4 16 0
7 26 37 0
33 23 10 0
-10 -33 38 0
-35 -14 21 0
-22 -21 -19 0
-28 -17 -7 0
-40 6 1 0
-36 15 -38 0
17 5 39 0
-28 -19 -33 0
-27 6 40 0
-31 23 33 0
-4 9 -36 0
-38 19 17 0
-35 -27 -29 0
30 34 11 0
-4 31 -11 0
-30 -29 25 0
14 32 16 0
35 25 16 0
6 -34 11 0
-9 26 -6 0
-6 -12 -1 0
-9 -21 -31 0
31 -29 4 0
17 33 24 0
-6 -23 4 0
25 -6 13 0
17 -12 38 0
-3 5 -24 0
-5 31 -34 0
11 -15 -4 0
-12 36 -8 0
-15 -28 -12 0
-2 21 -10 0
-20 -28 18 0
33 -19 -7 0
-23 11 4 0
-39 7 -19 0
-5 -10 -16 0
17 25 26 0
-20 -17 -1 0
-22 -18 7 0
17 -9 7 0
30 35 5 0
-35 -31 -24 0
30 33 -21 0
-20 16 40 0
-29 23 -30 0
8 39 -35 0
29 -16 -36 0
26 34 -28 0
12 32 35 0
-4 -17 -1 0
-14 31 -2 0
-16 12 21 0
35 -24 37 0
-5 -33 13 0
39 -18 -5 0
2 -23 -38 0
9 40 -8 0
-26 17 35 0
1 29 16 0
38 -11 -36 0
14 6 -8 0
21 27 -12 0
24 27 -25 0
30 -23 32 0
31 29 32 0
-21 13 22 0
-20 3 40 0
-33 4 -32 0
38 40 26 0
-4 -32 -19 0
6 -29 25 0
12 22 34 0
-28 36 4 0
-2 3 -27 0
10 -16 21 0
-20 -4 -2 0
-34 -33 -9 0
15 -13 -17 0
-8 -37 38 0
-35 12 14 0
