c instance by G2
c solution = 101110110111110100010101010001110111001100011010001111000101
p cnf 60 192 3
w 1 1 4 8 2 2 5 0 4 7 2 2 1 1 8 8 9 7 1 3 2 4 5 4 4 9 9 3 7 7 2 4 4 7 3 1 2 3 4 0 9 4 1 9 8 7 3 3 8 0 5 9 7 9 1 7 9 6 2 1 
16 33 11 0
17 47 33 0
-60 -5 22 0
27 -18 -31 0
-49 -26 -22 0
-41 27 1 0
57 -25 54 0
-36 -6 54 0
4 -36 -34 0
26 -52 45 0
7 -1 -53 0
29 -18 -25 0
-48 46 -21 0
-23 -33 -16 0
47 -45 58 0
24 -26 17 0
-23 2 56 0
27 32 -3 0
22 -38 13 0
-36 17 -6 0
-4 -17 -3 0
2 57 31 0
35 -49 42 0
13 -39 -21 0
16 -51 -49 0
7 46 12 0
-43 -31 -7 0
-17 34 -48 0
-17 55 -34 0
19 -47 -33 0
-41 42 46 0
20 50 48 0
-57 -60 -38 0
-29 17 -7 0
-29 -6 43 0
-50 43 -60 0
9 -57 -58 0
29 53 -26 0
-24 -17 43 0
-51 44 29 0
1 15 50 0
-7 24 10 0
52 13 18 0
17 -20 34 0
-15 -14 -30 0
23 58 45 0
-42 2 -35 0
-28 59 -3 0
55 35 21 0
-21 54 -23 0
55 -17 -47 0
3 -6 45 0
-28 -52 -36 0
60 -4 50 0
-21 28 -8 0
16 33 -52 0
45 -2 42 0
-21 56 -44 0
-22 -24 -21 0
24 38 44 0
38 -54 13 0
-46 53 -60 0
-55 31 47 0
-9 57 3 0
-6 33 28 0
-57 20 -44 0
-55 10 19 0
19 -30 24 0
-57 1 11 0
-21 32 53 0
40 -16 27 0
25 5 21 0
-39 -10 31 0
16 26 -20 0
20 -26 55 0
-42 -32 60 0
11 29 3 0
-53 -59 -16 0
43 -10 45 0
31 -59 -16 0
11 15 -52 0
-18 -25 16 0
3 15 -60 0
35 -45 38 0
-32 47 37 0
-5 32 30 0
23 52 -54 0
-47 42 -28 0
46 -4 -43 0
34 -11 -30 0
-3 -45 47 0
51 -14 25 0
41 -37 -8 0
-2 -33 25 0
-29 11 -56 0
-32 22 -21 0
31 29 4 0
-3 53 15 0
-9 -20 19 0
-28 12 -45 0
-2 -14 -54 0
-55 31 32 0
57 53 -1 0
-30 -10 39 0
32 59 1 0
-54 42 8 0
16 60 41 0
-30 40 10 0
-19 38 13 0
60 -55 58 0
37 51 -26 0
52 -58 7 0
-25 27 -44 0
36 38 1 0
39 -30 -44 0
30 43 -54 0
39 -49 -40 0
-23 50 -32 0
8 -57 -38 0
-15 2 -7 0
41 12 57 0
-57 -7 -18 0
-11 26 -28 0
28 52 19 0
21 -19 -59 0
-9 23 -15 0
-53 -55 -33 0
-5 -40 -48 0
42 16 25 0
-47 1 24 0
-10 -50 49 0
-1 54 21 0
20 -26 58 0
-28 -36 34 0
7 6 -20 0
-57 32 53 0
-5 -56 18 0
-43 35 -27 0
47 -23 12 0
36 -19 -44 0
7 -39 41 0
-8 -46 27 0
4 -12 -19 0
56 36 -5 0
38 27 -41 0
-1 28 26 0
46 -19 -39 0
-59 -5 18 0
25 52 15 0
-51 60 -53 0
-37 -54 -28 0
53 -15 -47 0
-14 38 12 0
-24 -23 57 0
58 -54 -39 0
-39 43 -38 0
30 4 -50 0
9 -22 -49 0
7 41 8 0
41 -42 44 0
-5 -30 12 0
-31 -51 22 0
55 32 3 0
30 7 8 0
-47 40 -57 0
41 29 -19 0
26 36 40 0
-17 -53 -54 0
14 43 2 0
-42 -54 55 0
33 -55 -24 0
58 27 42 0
36 -21 40 0
-16 32 23 0
46 -19 6 0
-18 45 -20 0
-23 -9 -27 0
54 27 47 0
59 -27 42 0
21 -49 59 0
-43 -47 -60 0
-6 13 50 0
57 34 16 0
7 55 10 0
-11 -15 33 0
42 -19 -32 0
10 -58 28 0
8 -51 37 0
12 23 -59 0
8 21 43 0
-58 -59 -14 0
34 49 19 0
