c instance by G2
c solution = 11001001101110100101
p cnf 20 76 3
w 1 3 2 1 7 2 1 2 1 8 5 9 0 3 2 9 7 7 6 7 
2 -1 -3 0
-13 19 11 0
-16 -13 -15 0
-4 11 -16 0
-2 -18 -3 0
1 -18 7 0
-3 9 16 0
-17 -5 -9 0
-12 8 -20 0
-9 -8 -3 0
10 -2 -14 0
2 17 -15 0
20 -16 17 0
16 14 12 0
1 17 -15 0
-7 -9 -1 0
-12 19 13 0
18 20 -17 0
9 -3 11 0
10 -9 20 0
-5 15 2 0
20 -14 -13 0
7 5 -13 0
-18 12 -2 0
-12 2 11 0
15 11 -8 0
-3 -15 -5 0
-15 -14 19 0
16 -3 4 0
-10 -16 -2 0
16 5 -6 0
17 -11 20 0
9 -18 -12 0
14 -17 -5 0
1 -8 11 0
13 5 3 0
-18 14 -19 0
7 1 5 0
18 1 13 0
11 3 -8 0
15 6 -10 0
-4 -15 -13 0
-12 -10 6 0
-13 19 2 0
19 -3 10 0
-3 -12 7 0
-12 11 -20 0
-4 -6 -2 0
-16 -10 -20 0
16 20 4 0
-6 -18 19 0
-6 -16 -10 0
11 3 8 0
-11 -13 -16 0
8 4 11 0
6 15 -19 0
17 -5 11 0
-10 9 -16 0
11 14 -19 0
14 5 8 0
-20 -16 10 0
9 14 -18 0
-20 17 15 0
-18 -16 2 0
-18 -17 -12 0
13 7 -10 0
9 -20 15 0
-9 7 -10 0
18 14 9 0
-19 -13 20 0
-9 12 20 0
3 -9 15 0
8 18 5 0
11 17 4 0
4 -13 18 0
-5 -12 15 0
