c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 96 3
w 9 4 2 4 2 6 0 4 6 0 5 9 6 9 7 5 9 4 6 1 4 1 6 8 3 2 2 0 1 9 6 5 1 0 3 8 4 7 2 5 0 9 6 2 2 8 1 0 6 8 9 4 3 0 8 5 7 2 4 7 
-23 19 -49 0
-41 21 19 0
54 29 -28 0
-45 44 -25 0
-23 60 47 0
-2 31 50 0
11 -14 -46 0
38 13 2 0
45 -30 -44 0
44 17 -4 0
52 41 -51 0
-32 46 55 0
-52 43 -58 0
-21 -25 53 0
-28 13 -58 0
-19 53 8 0
-1 -31 -28 0
-19 10 -14 0
-33 -9 40 0
-28 -25 36 0
27 1 21 0
18 26 -32 0
-23 39 -2 0
54 -36 13 0
-20 -34 -3 0
15 -13 47 0
26 -53 -32 0
6 15 -26 0
24 -3 -12 0
-3 -38 14 0
-52 32 -18 0
52 -6 -10 0
-41 33 5 0
31 5 -10 0
4 -16 -44 0
53 57 34 0
55 26 -17 0
26 30 51 0
40 -42 -51 0
-47 -49 -60 0
48 -32 23 0
-32 -10 35 0
46 -27 12 0
47 51 2 0
-51 -20 -48 0
-7 36 -1 0
41 58 -10 0
-35 50 -34 0
-41 7 -43 0
51 55 1 0
-38 -37 30 0
-40 44 -35 0
46 -23 -45 0
17 -5 27 0
53 -55 -13 0
-38 -22 27 0
9 20 -11 0
26 23 30 0
43 -26 50 0
58 44 -60 0
45 50 -27 0
-4 47 -17 0
16 60 14 0
-54 59 -35 0
43 -2 -41 0
47 -48 -55 0
-12 49 -18 0
-35 -20 13 0
3 -38 -1 0
3 2 22 0
-32 16 -38 0
29 17 28 0
14 34 48 0
-27 -14 40 0
-49 14 -3 0
-16 -5 24 0
7 15 47 0
-59 -15 -3 0
38 -13 18 0
43 -56 -25 0
25 -41 20 0
-4 17 6 0
-32 53 -50 0
41 -2 34 0
-39 45 20 0
59 36 12 0
-18 -51 1 0
28 -44 -40 0
-2 -52 31 0
39 -41 -11 0
-57 4 1 0
58 -44 -53 0
-1 30 16 0
-34 6 14 0
-42 -11 33 0
47 8 26 0
