c instance by G2
c solution = 11001001101110100101
p cnf 20 100 3
w 9 3 8 0 3 4 3 5 1 6 8 0 5 6 1 8 5 0 9 4 
-12 -20 2 0
-16 -17 18 0
17 6 -3 0
-18 -11 9 0
17 -5 11 0
-20 -1 -3 0
11 17 4 0
7 1 5 0
10 11 -20 0
-10 9 -16 0
11 14 -19 0
-8 -16 1 0
-4 -16 -18 0
2 -1 -3 0
-5 15 2 0
13 7 -10 0
-12 11 -20 0
12 -13 -15 0
11 3 -8 0
-20 -16 -1 0
16 -3 4 0
20 -16 17 0
18 20 -17 0
4 13 19 0
8 4 11 0
6 15 -19 0
-13 19 2 0
3 4 20 0
9 18 15 0
2 8 3 0
3 -9 15 0
-19 -13 20 0
-13 -16 18 0
9 -20 15 0
-15 -14 19 0
5 4 -6 0
-7 17 -6 0
-5 -12 15 0
1 -18 7 0
16 14 12 0
16 5 -6 0
-10 -16 -2 0
-1 10 18 0
-9 -8 -3 0
-9 -12 8 0
14 5 8 0
-16 -13 -15 0
13 5 3 0
-9 7 -10 0
-7 -13 8 0
-17 15 -9 0
2 -17 -3 0
11 3 8 0
20 -14 -15 0
-1 -7 19 0
15 11 -8 0
-1 2 -5 0
-6 -16 -10 0
-6 10 -5 0
-20 -16 10 0
-5 3 11 0
3 -19 -11 0
-9 12 20 0
2 -12 20 0
-4 -6 -2 0
1 14 -5 0
-18 17 -4 0
-13 -17 16 0
16 20 4 0
-3 -15 -5 0
-18 -16 2 0
9 14 -18 0
1 -8 11 0
9 -4 -11 0
-20 9 4 0
-12 2 11 0
14 -17 -5 0
9 -3 11 0
20 -14 -13 0
-10 -8 -11 0
18 14 9 0
-14 12 13 0
-13 -12 15 0
17 -11 20 0
-14 20 -18 0
18 1 13 0
-3 9 16 0
15 6 -10 0
-4 11 -16 0
-16 -9 -13 0
2 -10 -14 0
8 18 5 0
-2 -18 -3 0
-14 4 10 0
18 -17 -10 0
19 -3 10 0
13 18 -12 0
-12 -15 5 0
-16 -10 -20 0
-18 -17 -12 0
