c instance by G2
c solution = 00010100001100100011
p cnf 20 48 3
w 2 2 4 5 4 0 6 5 8 6 9 2 4 0 1 4 1 3 4 6 
18 3 20 0
7 -18 -17 0
8 -1 -15 0
6 -5 9 0
3 -13 -6 0
-19 -7 18 0
3 -16 -11 0
-6 10 -14 0
8 -16 7 0
9 2 -3 0
14 -7 -10 0
9 -1 18 0
17 11 -14 0
-15 -17 6 0
-11 -15 6 0
-8 12 -18 0
12 5 10 0
-7 -5 8 0
3 9 -10 0
-16 15 -10 0
-3 8 -5 0
-10 11 -19 0
11 17 8 0
9 -14 19 0
-9 -17 -16 0
-15 -10 1 0
7 19 9 0
8 -18 -19 0
15 6 12 0
-8 10 14 0
12 13 -9 0
18 1 4 0
15 10 -11 0
19 -11 -17 0
4 14 -20 0
12 14 16 0
8 11 1 0
-16 -20 15 0
-18 5 19 0
20 10 -5 0
-2 8 -11 0
-4 9 -17 0
-16 -15 -11 0
-1 -6 -20 0
-20 -18 16 0
16 -19 -9 0
3 13 -5 0
7 -13 2 0
