c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 108 3
w 8 7 7 6 8 1 5 8 3 9 4 8 5 3 6 4 4 0 4 9 2 8 3 0 4 8 7 7 0 1 
11 -24 10 0
-26 -29 -18 0
2 -27 -23 0
13 -3 -28 0
15 23 21 0
-28 7 -16 0
7 -6 -25 0
10 29 6 0
14 7 3 0
-4 -27 -18 0
-5 19 25 0
-27 10 -8 0
21 13 22 0
25 26 -18 0
3 -12 16 0
-19 17 6 0
-28 30 -17 0
-3 -26 -9 0
13 2 20 0
28 -26 -23 0
2 -4 21 0
-29 12 23 0
24 19 -18 0
-17 6 11 0
6 -5 -9 0
-7 30 -23 0
-20 21 -3 0
-16 10 -27 0
10 -27 -3 0
26 8 -15 0
17 -15 -21 0
-14 28 27 0
-15 17 24 0
17 3 -15 0
4 14 -3 0
22 2 13 0
-10 -18 -11 0
-28 7 26 0
6 -25 22 0
11 16 -29 0
4 29 12 0
-13 23 7 0
-27 1 -25 0
7 -2 -21 0
26 -7 2 0
14 -12 -4 0
10 1 18 0
-8 3 -5 0
-7 -8 -1 0
-17 12 -2 0
-16 3 26 0
17 -21 8 0
9 -25 -19 0
18 2 -9 0
7 -12 20 0
24 -12 3 0
-27 -26 8 0
27 -24 18 0
24 -12 25 0
-3 9 12 0
27 -5 8 0
19 26 13 0
27 7 -4 0
14 -6 -17 0
-24 -25 23 0
6 -18 -2 0
9 -12 -17 0
23 -22 2 0
1 7 -14 0
24 -8 15 0
25 -7 -28 0
13 -28 17 0
-11 16 -25 0
-17 15 -20 0
28 16 -2 0
27 -15 -28 0
12 3 22 0
-5 15 -4 0
17 26 -13 0
24 -14 -10 0
-3 -7 1 0
9 -2 -14 0
23 -17 14 0
-25 30 1 0
-7 24 -30 0
-22 5 17 0
-28 -5 -15 0
-22 -18 24 0
-20 -19 5 0
-28 -14 26 0
10 -2 15 0
21 -19 30 0
23 15 -10 0
22 -26 28 0
-6 -10 -21 0
-3 -28 21 0
-5 8 -29 0
5 -13 -14 0
-17 -4 -21 0
20 6 -12 0
-8 -26 20 0
27 21 -12 0
-22 -2 -6 0
25 -8 -14 0
-1 -25 -30 0
6 24 19 0
15 -2 -11 0
-21 -10 -2 0
