c instance by G2
c solution = 101010010101110001011111110100
p cnf 30 90 3
w 4 5 8 9 7 3 9 0 2 1 4 3 8 0 1 5 3 2 7 7 9 4 6 5 7 6 5 4 6 8 
17 3 -15 0
-20 -19 5 0
-28 7 26 0
-27 -13 -14 0
26 8 -15 0
6 -5 -9 0
-16 3 26 0
-19 -1 -13 0
-22 -18 24 0
-26 -29 -18 0
-21 -10 24 0
18 2 -9 0
27 7 26 0
12 3 22 0
7 -2 -21 0
-5 15 -4 0
-27 10 -8 0
-12 -22 -17 0
-25 30 23 0
15 3 -10 0
-20 21 -3 0
6 -12 18 0
-7 30 -23 0
-27 -26 8 0
14 -6 -17 0
-14 12 7 0
-16 10 -27 0
24 -12 25 0
28 -26 -23 0
15 14 27 0
22 2 13 0
11 -24 10 0
-4 -27 -18 0
13 -28 17 0
-11 4 17 0
27 -15 -28 0
-21 -26 -15 0
20 6 -12 0
-5 8 -29 0
-5 19 25 0
1 7 -14 0
25 26 -18 0
6 24 19 0
-3 9 12 0
15 -2 -11 0
10 1 18 0
17 -21 8 0
-15 17 24 0
-26 -2 -20 0
28 16 -2 0
-29 12 23 0
8 -21 11 0
9 -12 -17 0
28 -10 -21 0
-22 5 17 0
-23 -12 22 0
21 -8 15 0
-8 3 -5 0
24 -14 -10 0
22 -26 28 0
15 5 -21 0
-13 23 7 0
27 -5 -30 0
-21 20 -13 0
21 -19 30 0
13 -22 -28 0
2 -4 21 0
14 7 3 0
10 -27 -3 0
25 -12 16 0
-27 1 -25 0
24 -12 3 0
-28 30 -17 0
15 -4 17 0
14 -12 -4 0
19 -5 -7 0
-29 -8 -1 0
2 4 -16 0
19 26 13 0
-28 -14 26 0
-28 10 -3 0
30 29 1 0
-25 -10 -9 0
9 -18 -6 0
26 -7 2 0
9 -2 -14 0
7 -6 -25 0
-17 6 11 0
-17 -4 -21 0
-22 -2 -6 0
