c instance by G2
c solution = 11011011110100110101100011111011110000000011001000
p cnf 50 230 3
w 7 8 5 8 8 2 7 2 0 2 3 9 4 1 8 3 5 5 7 8 6 0 3 1 5 5 6 3 0 4 9 8 9 6 6 5 4 1 4 9 1 1 6 5 3 5 7 9 5 6 
21 24 -26 0
25 33 10 0
-46 -25 -48 0
10 9 27 0
-11 -25 -21 0
28 -29 -40 0
13 -49 48 0
12 14 -21 0
6 -4 -24 0
-22 25 -7 0
-22 35 49 0
-20 -1 -40 0
-43 37 44 0
3 -28 47 0
38 31 -23 0
9 11 -12 0
-7 12 -22 0
39 -36 -43 0
-44 -43 -3 0
-34 27 -44 0
-20 41 21 0
-6 32 24 0
17 -7 -46 0
-10 43 -35 0
-43 27 -44 0
32 -44 -2 0
-40 -3 -17 0
-46 44 13 0
-11 -24 -21 0
31 22 -47 0
-34 -22 50 0
17 -3 -33 0
-47 -16 -19 0
-21 -42 -35 0
35 39 43 0
2 -7 21 0
28 -10 -15 0
-5 27 -20 0
38 8 23 0
-23 -10 11 0
-30 -36 -50 0
-35 17 46 0
38 -35 36 0
22 -4 -38 0
-7 -49 -45 0
41 -15 34 0
40 -21 18 0
10 23 -45 0
49 -34 4 0
15 13 -24 0
7 37 40 0
-24 -26 14 0
26 20 -19 0
-42 -9 -8 0
21 -2 -32 0
-16 8 38 0
41 20 38 0
-30 25 -7 0
8 22 31 0
50 -33 44 0
-39 37 -22 0
8 12 -11 0
-40 -4 -15 0
-30 12 -4 0
29 15 -46 0
29 -13 -35 0
-36 -48 -20 0
31 7 -40 0
-38 34 33 0
33 49 -45 0
-39 -18 5 0
8 42 -32 0
-14 18 -38 0
49 29 22 0
-29 -24 21 0
-6 18 14 0
-5 -45 -42 0
-18 30 -13 0
-41 -3 22 0
-34 -38 33 0
-5 18 -46 0
18 -11 -39 0
26 -37 44 0
12 48 -29 0
23 14 -35 0
-22 -39 27 0
19 -8 -37 0
31 -45 -44 0
-19 48 2 0
-46 42 -18 0
3 -15 33 0
30 -22 -27 0
-16 8 32 0
-2 -20 29 0
-46 -31 -50 0
-20 19 44 0
35 20 13 0
-2 33 -21 0
13 45 -14 0
-7 -37 -20 0
18 -29 -40 0
-41 -23 44 0
-29 -17 2 0
-21 2 33 0
-41 -20 42 0
-29 -3 27 0
29 20 -44 0
41 33 -16 0
-7 -6 -45 0
-27 24 -50 0
3 4 -42 0
-15 -12 2 0
11 31 22 0
7 47 -11 0
46 -6 24 0
12 -2 31 0
-46 -30 38 0
1 -32 -33 0
13 26 40 0
23 -42 11 0
42 25 35 0
-42 -8 49 0
-6 35 24 0
14 -6 -42 0
2 40 48 0
9 8 20 0
33 -3 -24 0
-10 -28 -48 0
-20 14 -41 0
44 -7 -20 0
-33 -15 -40 0
-30 39 42 0
-7 -39 15 0
-18 22 12 0
41 -28 -6 0
34 -28 -1 0
-31 -24 -49 0
-41 22 36 0
34 16 44 0
-10 32 -12 0
35 -40 36 0
1 -29 47 0
1 -9 13 0
39 21 -18 0
-11 -8 36 0
9 1 13 0
13 -24 46 0
-46 32 12 0
-22 50 -36 0
7 -31 -47 0
-14 23 50 0
48 -9 18 0
-36 -5 -13 0
-34 -3 27 0
-34 33 9 0
-2 37 43 0
40 11 -30 0
-38 -41 -3 0
-13 -20 49 0
47 5 20 0
13 43 -46 0
-33 26 -30 0
-27 45 18 0
4 5 33 0
30 -11 -19 0
-34 -6 -8 0
27 36 -15 0
46 -22 -29 0
2 33 40 0
16 30 46 0
-42 12 5 0
46 19 -40 0
2 18 -48 0
38 7 9 0
-49 44 43 0
13 27 35 0
-25 -26 1 0
31 -28 -18 0
-15 8 -49 0
-50 -8 -6 0
28 1 49 0
-6 31 30 0
47 33 -21 0
49 11 33 0
15 48 -41 0
-20 -39 14 0
-15 36 28 0
-22 -11 -24 0
40 49 -17 0
-33 -11 3 0
29 8 1 0
13 48 -11 0
-8 -32 -46 0
-21 -43 -6 0
-6 -35 34 0
16 46 13 0
16 46 -13 0
36 45 -38 0
41 28 19 0
-27 1 35 0
50 11 -13 0
8 -18 -44 0
38 -16 15 0
-43 27 -25 0
2 23 15 0
10 45 -27 0
-22 -33 49 0
-33 -3 6 0
7 4 11 0
-36 -23 -39 0
46 49 10 0
35 -36 9 0
39 17 9 0
-50 -32 48 0
-8 -42 37 0
5 -43 22 0
44 -46 4 0
37 17 33 0
-26 -14 36 0
-19 -16 41 0
5 -26 22 0
-2 -32 -35 0
-45 -44 -7 0
43 -29 -28 0
-6 23 -22 0
3 -18 -30 0
-17 -48 11 0
23 -3 -46 0
1 6 -32 0
13 18 27 0
