c instance by G2
c solution = 011010101111010100111010101011001011110011001010000111100101
p cnf 60 336 3
w 5 0 2 0 1 5 8 3 6 9 9 2 4 8 3 4 5 5 1 9 9 5 6 6 0 0 1 9 5 3 7 4 8 1 3 8 9 6 1 2 7 1 9 9 3 3 2 8 9 2 8 0 9 5 0 9 5 1 5 8 
-51 6 -60 0
57 -43 42 0
-45 -33 29 0
-53 38 -19 0
-47 -26 28 0
20 -14 -18 0
14 2 30 0
-41 4 -18 0
21 -38 22 0
-13 -6 -56 0
-33 45 34 0
-30 37 28 0
-40 44 54 0
3 -12 -54 0
51 39 -49 0
-46 -18 59 0
-20 39 60 0
56 20 43 0
-57 -4 -53 0
25 6 -53 0
-19 -8 41 0
-34 -14 21 0
39 7 -48 0
9 37 -44 0
35 -40 -49 0
58 10 -50 0
57 -28 49 0
-34 -57 -29 0
39 -44 46 0
-4 59 25 0
28 47 4 0
36 -54 38 0
45 -31 -42 0
53 43 -7 0
13 8 -43 0
38 -30 -16 0
59 31 3 0
20 -51 28 0
54 17 -53 0
-50 -2 28 0
-58 37 59 0
-55 -37 -43 0
-50 45 -12 0
30 52 -19 0
-16 -60 -24 0
-42 34 5 0
-30 38 2 0
-56 50 49 0
46 29 -57 0
33 23 -22 0
58 27 -56 0
-49 55 30 0
-24 13 -7 0
60 6 -41 0
58 8 -15 0
-45 42 -29 0
-10 42 34 0
19 -58 -18 0
30 -4 35 0
44 -41 19 0
59 -54 11 0
-6 -23 -30 0
53 -16 -27 0
-27 11 33 0
32 14 -18 0
-22 -38 43 0
24 -51 48 0
-55 -39 8 0
-8 55 35 0
-59 -25 55 0
33 -17 -40 0
20 31 -59 0
-8 -34 57 0
37 17 -27 0
46 14 49 0
-29 -15 46 0
-13 47 -48 0
-42 5 -24 0
14 59 -7 0
28 -13 29 0
-39 50 47 0
12 35 20 0
45 -48 11 0
-47 31 54 0
-33 -27 23 0
-51 -46 28 0
-49 24 5 0
-46 -7 -25 0
-45 -11 33 0
37 21 -17 0
-16 23 -2 0
-8 25 53 0
-44 -52 20 0
-48 11 56 0
-17 11 41 0
41 18 2 0
17 52 36 0
-17 -34 9 0
21 4 22 0
-56 -3 22 0
12 -43 -33 0
-32 37 12 0
22 29 59 0
-21 -15 -49 0
10 26 -37 0
-35 -60 -31 0
-16 18 -57 0
-53 -45 35 0
36 -56 -59 0
8 -5 -49 0
-46 -40 17 0
-35 49 -15 0
17 -22 -7 0
1 3 58 0
39 15 2 0
-4 -9 -30 0
-14 22 -44 0
19 -15 36 0
-47 50 -26 0
-37 -2 33 0
55 33 19 0
20 -25 10 0
20 9 23 0
47 -45 -11 0
18 -16 30 0
22 5 56 0
47 -37 -22 0
53 -51 -3 0
59 -33 -44 0
45 -33 31 0
42 -50 -35 0
19 -7 32 0
25 31 53 0
-42 -51 40 0
-56 39 -12 0
58 -60 -19 0
18 5 -54 0
-1 60 -48 0
-9 -42 14 0
-29 -26 17 0
-21 42 -27 0
-55 58 6 0
-41 -16 3 0
58 -1 -31 0
-59 -31 -44 0
25 -54 10 0
27 21 -32 0
5 33 -25 0
-40 -53 -5 0
-51 20 19 0
28 55 15 0
45 -19 -37 0
59 57 -18 0
50 -22 42 0
-54 7 -56 0
48 -38 52 0
39 41 -11 0
8 -1 -29 0
-29 59 60 0
-27 16 39 0
-37 -54 11 0
-37 42 -46 0
-11 29 -28 0
11 38 1 0
56 55 23 0
57 15 2 0
2 57 9 0
58 60 59 0
-20 35 24 0
37 -60 38 0
20 -52 51 0
41 -23 1 0
-51 36 4 0
8 26 35 0
-54 -10 47 0
28 -52 7 0
-33 58 20 0
-12 -54 20 0
27 59 4 0
42 34 44 0
12 -52 -33 0
-48 -35 -47 0
10 15 -21 0
7 -42 -38 0
23 -12 8 0
48 24 -17 0
-17 45 -40 0
-17 26 -22 0
-23 42 -13 0
-39 -56 10 0
-59 15 -10 0
49 51 -4 0
4 51 -43 0
7 51 -49 0
51 -3 -32 0
-43 -24 1 0
23 -11 -22 0
22 11 44 0
35 -55 -49 0
-58 -34 -51 0
-22 -45 -44 0
60 32 1 0
48 -15 -40 0
-40 -53 -8 0
31 42 -19 0
-11 55 28 0
4 -14 -8 0
-46 -60 -13 0
11 5 31 0
-34 -11 59 0
-28 -38 48 0
35 57 -30 0
-35 -30 21 0
-16 -24 -5 0
19 -39 -54 0
-52 12 17 0
18 2 -9 0
55 39 -37 0
-55 10 23 0
29 -19 21 0
-6 24 37 0
16 44 29 0
-7 -30 -15 0
-29 -27 -49 0
32 -35 36 0
-6 22 -58 0
-20 -37 -59 0
-58 20 19 0
14 49 42 0
-59 -9 37 0
-46 14 -56 0
40 -37 -57 0
22 -6 -29 0
-30 14 -24 0
-48 43 5 0
25 -36 49 0
13 -28 4 0
15 -24 -18 0
-60 55 -21 0
56 37 17 0
13 -3 58 0
-41 -50 44 0
-13 -23 -27 0
25 -16 -3 0
26 -16 25 0
-44 -45 -25 0
-10 -4 -28 0
-43 -48 -2 0
-13 -18 -29 0
16 -9 10 0
18 -13 22 0
60 -16 36 0
46 -47 -59 0
17 -45 16 0
-3 -33 -57 0
48 -13 -27 0
-34 50 29 0
-12 -28 42 0
9 -23 -7 0
12 -55 23 0
-1 -15 59 0
-60 -22 -7 0
-46 51 -53 0
-27 -11 20 0
24 -26 11 0
-28 -27 42 0
