c instance by G2
c solution = 01011110110110110010011100010100000111111010101000
p cnf 50 160 3
w 7 0 7 1 1 4 5 2 1 4 0 1 2 3 6 3 9 6 1 9 2 6 7 1 1 2 3 6 9 0 6 2 7 1 2 6 8 0 7 8 7 7 3 3 7 6 8 6 9 8 
26 10 43 0
-34 -44 -33 0
-28 43 -37 0
10 -38 44 0
26 -43 30 0
-48 11 -22 0
3 -35 20 0
38 17 -20 0
-5 31 -32 0
34 -29 50 0
-29 -33 3 0
28 47 -4 0
-7 11 -20 0
-25 -42 -10 0
33 -47 -14 0
-2 -24 10 0
-16 -21 -30 0
48 -7 9 0
50 -11 -12 0
-41 13 -22 0
41 -26 -15 0
-12 6 37 0
-21 20 50 0
37 4 -49 0
-34 -45 16 0
10 -31 20 0
-7 23 -28 0
-9 -46 -28 0
-5 -49 1 0
-35 29 -41 0
-8 44 -33 0
-38 8 4 0
31 15 -45 0
1 -11 28 0
24 -47 8 0
-39 -50 -9 0
-44 9 -38 0
-38 37 -25 0
14 -37 -32 0
8 50 40 0
-39 15 -30 0
36 -8 -14 0
32 2 20 0
18 -50 -16 0
28 -44 -24 0
-50 -32 47 0
34 -39 36 0
42 -46 -36 0
-10 -25 49 0
-30 -17 -45 0
-10 40 24 0
-20 -49 -33 0
46 -42 35 0
-4 21 22 0
18 43 27 0
5 -11 -17 0
4 10 46 0
6 -25 1 0
13 -33 44 0
-34 -7 11 0
38 42 17 0
-29 -2 -48 0
22 -35 -37 0
48 49 7 0
-4 -24 36 0
-38 -43 5 0
49 -39 -29 0
-30 -47 -35 0
-24 -21 -2 0
19 4 -20 0
-43 -11 7 0
-2 -44 -12 0
-2 -28 -18 0
-2 -23 12 0
48 -17 -3 0
12 44 33 0
-7 -12 -29 0
-8 -35 -44 0
9 -41 27 0
-28 36 -24 0
-18 50 12 0
29 7 9 0
-30 -27 -22 0
1 44 -31 0
-2 -24 -50 0
8 -19 39 0
18 14 28 0
-44 -16 14 0
-23 17 -29 0
29 16 14 0
34 -3 -22 0
-36 24 -45 0
-31 43 -46 0
-18 -50 12 0
-47 35 4 0
-4 22 31 0
-12 24 -33 0
-49 50 -36 0
-9 38 29 0
-9 14 19 0
6 46 32 0
50 -31 32 0
6 -48 14 0
-26 -12 -24 0
-27 39 -28 0
48 -16 -8 0
13 -25 -37 0
7 27 -33 0
-38 10 8 0
10 19 47 0
43 4 -46 0
-4 -41 -48 0
-38 7 3 0
41 46 6 0
-28 11 -25 0
-3 27 -2 0
-17 26 -28 0
28 -23 31 0
-33 -20 -1 0
-1 32 46 0
27 4 14 0
-11 29 -21 0
22 -50 -1 0
18 -27 -1 0
-13 -10 -50 0
9 -25 -26 0
46 -47 -11 0
18 -11 1 0
45 -35 44 0
-35 14 -49 0
-39 45 50 0
-19 29 -46 0
-26 22 -39 0
28 12 -36 0
-33 -13 -30 0
44 -18 -34 0
20 -14 29 0
-11 38 -3 0
-9 -46 11 0
35 1 41 0
6 -45 23 0
30 32 -31 0
12 13 19 0
-44 -37 -10 0
-29 -41 -5 0
-37 -11 -32 0
44 43 -3 0
27 -35 -12 0
-16 -9 47 0
44 -20 8 0
47 45 -3 0
-15 11 -25 0
-38 40 -29 0
37 -5 34 0
28 -39 -18 0
24 22 26 0
-42 17 -44 0
46 -2 -31 0
11 29 19 0
-37 30 11 0
