c instance by G2
c solution = 1111011111011000010101101011101111010100
p cnf 40 40 3
w 0 0 8 9 2 1 1 7 6 1 4 7 2 7 9 3 5 1 9 3 0 8 9 4 9 0 7 1 7 4 5 5 8 9 6 5 0 3 5 3 
5 10 -13 0
5 35 28 0
-36 26 -39 0
-20 -27 13 0
-26 -28 24 0
18 -12 -33 0
-3 24 -40 0
-35 -10 -4 0
39 25 -6 0
-12 31 -27 0
12 11 -27 0
6 -36 -28 0
3 -23 40 0
22 -27 39 0
-16 -29 -1 0
-11 40 21 0
-29 5 36 0
9 -3 30 0
19 1 -7 0
17 -31 29 0
7 -22 -1 0
-32 17 -5 0
11 -33 -17 0
-14 -13 -34 0
5 30 4 0
-31 14 33 0
23 24 37 0
-30 35 -4 0
35 34 -1 0
15 -7 27 0
-29 24 -37 0
40 -32 -21 0
-38 -28 -15 0
35 8 -4 0
-4 -38 -24 0
-19 -36 -2 0
40 -25 32 0
38 -2 -36 0
20 -27 26 0
40 -32 2 0
