c instance by G2
c solution = 11001001101110100101
p cnf 20 88 3
w 4 8 2 4 0 3 9 8 3 3 3 9 7 2 1 2 3 9 5 0 
20 -14 -13 0
17 -5 11 0
13 -12 14 0
7 1 5 0
-2 -18 -3 0
-12 -20 2 0
15 6 -10 0
8 4 11 0
-15 -14 19 0
-10 -16 -2 0
18 -17 -10 0
9 -4 -11 0
16 -3 4 0
16 20 4 0
-6 -16 -10 0
16 5 -6 0
-12 2 11 0
-4 11 -16 0
2 -1 -3 0
13 7 -10 0
-13 19 2 0
-3 9 16 0
-9 -8 -3 0
-4 -6 -2 0
4 11 -18 0
-7 -13 8 0
-8 -16 1 0
-10 9 -16 0
-17 -8 -18 0
-20 -16 10 0
-12 8 7 0
1 -8 11 0
1 -18 7 0
17 -11 20 0
9 14 -18 0
14 -17 -5 0
-18 -16 2 0
10 11 -20 0
-19 -13 20 0
-18 -17 -12 0
-13 -16 18 0
-2 -10 6 0
-4 -16 -18 0
-5 15 2 0
-20 10 1 0
-8 -6 3 0
15 11 -8 0
14 5 8 0
-20 14 -4 0
-16 -13 -15 0
13 5 3 0
3 15 19 0
-9 12 20 0
2 -12 20 0
11 17 4 0
9 6 -5 0
3 -15 18 0
11 14 -19 0
-15 5 -2 0
-9 7 -10 0
-12 11 -20 0
11 3 8 0
-17 15 -9 0
2 -17 -3 0
19 -3 10 0
14 -20 12 0
18 20 -17 0
16 14 12 0
14 20 -5 0
8 18 5 0
11 3 -8 0
-18 10 -3 0
-3 -15 -5 0
6 15 -19 0
3 -9 15 0
18 14 9 0
20 -16 17 0
-16 -1 14 0
-18 2 -9 0
-16 -10 -20 0
-2 -19 10 0
9 -3 11 0
-5 -12 15 0
9 -20 15 0
17 6 -3 0
-12 -14 -13 0
-13 -7 -18 0
18 1 13 0
