c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 144 3
w 8 5 3 1 0 7 7 8 4 1 4 8 0 1 0 5 4 7 6 0 1 7 2 3 5 1 7 2 8 4 2 0 8 3 7 4 0 6 9 2 3 5 3 6 7 4 4 4 5 2 6 3 8 2 5 8 2 2 0 5 
41 -1 39 0
-13 -43 -53 0
-44 -42 39 0
25 -19 -23 0
2 -43 20 0
-11 39 42 0
-32 16 -38 0
-40 44 -35 0
-55 6 11 0
-20 -14 -51 0
39 -41 -11 0
3 23 47 0
28 -9 -41 0
52 41 -51 0
40 -43 59 0
-16 -5 24 0
28 -18 -22 0
47 18 -44 0
53 -58 -60 0
-15 -26 -19 0
59 27 32 0
-21 53 37 0
-16 -6 -39 0
28 -45 -44 0
-50 10 -52 0
46 -27 12 0
-2 31 50 0
3 2 22 0
-50 37 -60 0
-31 -5 59 0
-42 -11 33 0
23 -49 -35 0
-49 11 -34 0
55 26 -17 0
-2 -52 31 0
32 49 -43 0
51 55 1 0
36 -8 -7 0
-41 -13 -60 0
11 -52 55 0
-52 -27 -41 0
-25 -40 -18 0
57 -60 -29 0
-47 -33 26 0
-27 -4 -50 0
20 25 -6 0
54 29 -28 0
22 17 52 0
31 50 59 0
-60 -47 -55 0
-4 -46 -59 0
-41 21 19 0
16 60 14 0
56 13 -48 0
-27 -18 34 0
48 -32 23 0
36 51 21 0
-51 -20 -48 0
26 3 -60 0
12 -56 44 0
-23 53 4 0
24 30 -57 0
-54 -9 5 0
21 49 -60 0
1 -48 -4 0
41 13 1 0
20 7 -46 0
-20 -34 -3 0
-6 45 -54 0
-23 39 -2 0
-26 -33 -40 0
14 -19 -8 0
36 -51 -53 0
14 34 48 0
-30 -37 12 0
-15 47 -2 0
26 -50 13 0
-43 51 -50 0
-6 22 1 0
54 51 -8 0
44 53 58 0
26 30 51 0
-13 -17 39 0
30 -28 21 0
-19 14 9 0
26 17 19 0
-18 30 -43 0
35 8 32 0
-53 -10 3 0
25 53 -34 0
-5 20 43 0
58 44 -60 0
41 -2 34 0
43 -37 5 0
-19 53 8 0
-56 40 28 0
28 8 -55 0
-5 -25 -17 0
46 -59 -44 0
-55 -36 -52 0
-44 40 -45 0
-49 14 -3 0
-4 -17 36 0
-45 44 -25 0
-28 13 -58 0
-34 6 14 0
39 -55 33 0
-60 -18 38 0
-46 -7 47 0
6 15 -26 0
15 -13 47 0
10 22 -57 0
10 -9 -53 0
-12 18 -32 0
58 -44 -53 0
-38 -30 -24 0
-50 45 -40 0
-49 2 29 0
60 -44 17 0
-33 60 37 0
-6 3 -32 0
46 37 15 0
-10 40 51 0
-43 -47 49 0
28 -30 43 0
50 17 35 0
-27 -14 40 0
-57 4 1 0
13 12 -52 0
-17 43 42 0
5 22 -20 0
40 59 14 0
26 40 23 0
37 1 47 0
18 41 -5 0
10 -59 -32 0
27 1 21 0
11 -36 -17 0
-2 -55 28 0
-4 16 53 0
-5 51 -50 0
-17 -36 -33 0
38 -13 18 0
-1 -31 -28 0
