c instance by G2
c solution = 011010101111010100111010101011001011110011001010000111100101
p cnf 60 300 3
w 0 4 6 6 1 9 2 6 7 2 9 5 9 2 1 8 0 4 1 8 0 5 7 1 4 8 8 1 1 0 9 9 5 1 4 4 6 5 8 6 8 6 1 1 5 7 5 0 7 2 0 5 4 6 4 9 2 9 4 9 
-29 -15 46 0
-34 50 29 0
-29 -2 36 0
10 15 -21 0
19 -51 -40 0
34 -46 28 0
11 5 31 0
57 -28 49 0
31 -8 -19 0
17 -22 -7 0
-55 23 49 0
27 21 -32 0
-6 -2 -9 0
30 52 -19 0
11 40 57 0
-59 -9 37 0
-50 45 -12 0
26 55 25 0
-59 -25 55 0
-46 14 -56 0
-13 -6 -56 0
46 -47 -59 0
-4 -9 -30 0
20 9 23 0
57 -43 42 0
60 -16 36 0
36 -28 -37 0
-51 36 4 0
6 -54 -49 0
-22 -45 -44 0
-27 17 -40 0
19 -7 32 0
58 -22 31 0
47 -45 -11 0
28 -60 10 0
16 3 41 0
21 4 22 0
-24 13 -7 0
-43 -48 -2 0
24 -51 48 0
58 8 -15 0
18 5 -54 0
39 -44 46 0
17 -42 36 0
13 37 -29 0
28 47 4 0
12 -52 -33 0
-22 -55 -23 0
28 -52 7 0
-5 4 41 0
45 -31 -42 0
33 -17 -40 0
-16 -15 -3 0
37 -60 38 0
-17 26 -22 0
38 3 15 0
-19 -8 41 0
-56 42 -9 0
42 -50 -35 0
-1 -5 -42 0
4 59 3 0
13 -28 4 0
-3 -33 -57 0
11 38 1 0
20 -52 51 0
-48 3 -57 0
43 50 7 0
-11 29 -28 0
-56 50 49 0
-49 -46 -52 0
-50 38 43 0
-8 55 35 0
37 17 -27 0
-17 -34 9 0
-12 -28 42 0
-40 -53 -8 0
-36 16 -54 0
-18 15 -59 0
-13 -23 -27 0
12 53 60 0
8 26 35 0
-19 7 26 0
18 2 -9 0
19 -39 -54 0
-45 35 -33 0
20 -51 28 0
11 -43 -2 0
-44 -52 20 0
53 -51 -3 0
59 -33 -44 0
7 51 -49 0
-45 42 -29 0
46 -25 20 0
-58 37 59 0
20 31 -59 0
-43 -24 1 0
14 49 42 0
-24 -2 18 0
29 -21 -59 0
-51 20 19 0
-11 -30 14 0
-54 -1 -14 0
-21 -11 2 0
-20 39 60 0
16 44 29 0
21 -38 22 0
30 -4 35 0
-60 -22 -7 0
-59 -31 -44 0
-46 -18 59 0
-27 -11 20 0
36 -56 -59 0
19 -15 36 0
-16 -60 -24 0
-1 -15 59 0
-13 -10 48 0
-39 50 47 0
58 -60 -19 0
21 -30 -33 0
51 39 -49 0
12 -55 23 0
53 43 -7 0
5 -54 46 0
13 -3 58 0
-33 -44 -23 0
19 -58 -18 0
46 29 -57 0
4 -14 -8 0
-17 11 41 0
12 -43 -33 0
-6 22 -58 0
-11 55 28 0
19 -24 44 0
-6 -33 51 0
37 21 -17 0
-46 -5 -1 0
-19 9 8 0
17 52 36 0
-32 28 30 0
-17 45 -40 0
51 -19 -56 0
-9 -42 14 0
-5 1 10 0
22 -6 -29 0
42 34 44 0
27 -49 38 0
5 40 43 0
46 14 49 0
-2 22 12 0
58 27 -56 0
-37 51 19 0
-1 60 -48 0
9 37 -44 0
-36 -22 21 0
58 -1 -31 0
-37 -54 11 0
-8 25 53 0
-45 -11 33 0
-38 35 56 0
25 30 29 0
-46 -7 -25 0
45 8 -6 0
50 56 25 0
47 -21 -56 0
-28 -25 -20 0
-35 29 24 0
-29 59 60 0
3 -12 -54 0
22 11 44 0
39 6 -18 0
-52 12 17 0
37 -33 -57 0
-54 -31 49 0
-34 -57 -29 0
-55 58 6 0
-51 6 -60 0
22 31 45 0
12 -25 38 0
-44 -45 -25 0
54 17 -53 0
-34 -10 -27 0
32 14 -18 0
-57 -4 -53 0
-56 39 -12 0
-56 16 54 0
1 -12 47 0
-33 45 34 0
-42 34 5 0
24 -26 11 0
-14 54 -1 0
52 -20 -37 0
-29 -43 56 0
52 -14 -5 0
52 -57 60 0
-29 -26 17 0
39 41 -11 0
-26 57 49 0
-19 4 33 0
23 -11 -22 0
42 15 50 0
47 -37 -22 0
20 -25 10 0
-17 -26 44 0
40 -37 -57 0
48 -38 52 0
60 32 1 0
15 -24 -18 0
-28 -27 42 0
-51 -46 28 0
-8 -34 57 0
-53 -45 35 0
-48 -35 -47 0
-21 -15 -49 0
6 -59 24 0
-51 19 -31 0
-13 47 -48 0
4 51 -43 0
-34 -14 21 0
-10 -4 -28 0
32 -52 -50 0
5 -9 -14 0
-58 -34 -51 0
27 59 4 0
14 2 30 0
-54 7 -56 0
23 -12 8 0
-41 -16 3 0
15 18 55 0
56 20 43 0
-30 38 2 0
-32 -2 -30 0
41 18 2 0
-23 42 -13 0
-47 -26 28 0
25 -36 49 0
39 7 -48 0
3 38 59 0
-58 20 19 0
38 -55 22 0
-48 32 -25 0
45 -19 -37 0
-60 55 -21 0
52 45 42 0
-50 -2 28 0
-14 -31 -30 0
-20 -57 4 0
40 46 -8 0
56 37 17 0
-48 43 5 0
-35 49 -15 0
-14 22 -44 0
27 18 -14 0
-7 -30 -15 0
1 -22 14 0
-58 24 53 0
43 22 -51 0
41 -59 9 0
-46 -60 -13 0
58 60 59 0
2 57 9 0
50 -22 42 0
56 55 23 0
-39 -56 10 0
25 -54 10 0
12 35 20 0
27 34 -58 0
-33 58 20 0
-37 44 60 0
-18 1 -58 0
-25 -4 -29 0
32 -18 26 0
-38 18 -17 0
29 -19 21 0
-12 57 30 0
16 -9 10 0
-27 16 39 0
-39 -5 -29 0
-46 -40 17 0
48 -15 -40 0
-48 11 56 0
-17 -45 48 0
-42 5 -24 0
13 12 22 0
57 29 -37 0
-55 10 23 0
-20 -37 -59 0
8 -1 -29 0
34 14 58 0
-13 -18 -29 0
-32 37 12 0
58 34 46 0
42 29 -12 0
-30 14 -24 0
25 31 53 0
-40 44 54 0
-53 -8 -10 0
29 26 -45 0
-31 -48 -47 0
50 54 39 0
13 8 -43 0
