c instance by G2
c solution = 1111011111011000010101101011101111010100
p cnf 40 72 3
w 3 7 3 0 8 3 5 2 9 7 6 0 4 6 1 3 9 2 0 3 2 9 1 8 4 0 1 0 2 9 2 3 0 6 2 2 0 8 3 0 
-5 30 3 0
20 -1 35 0
-10 -8 28 0
-21 -4 27 0
17 31 -2 0
-25 -35 21 0
-33 22 -18 0
-2 -13 -40 0
-27 -40 30 0
-10 13 -28 0
9 39 -29 0
35 12 33 0
-39 6 20 0
5 -40 -32 0
-19 -4 -12 0
23 -25 -9 0
-6 37 -15 0
36 21 14 0
-30 -29 39 0
15 -32 -19 0
-5 13 24 0
-20 39 27 0
-1 -11 -20 0
-12 40 -16 0
29 40 38 0
-35 -1 28 0
-28 -1 -11 0
-14 -31 -3 0
-5 26 17 0
16 6 40 0
3 -1 39 0
-18 -11 -20 0
26 38 15 0
7 11 24 0
10 -29 -7 0
-19 7 40 0
33 26 -36 0
-12 -8 -5 0
-34 38 17 0
13 37 35 0
-17 -13 -8 0
-40 -29 -12 0
-9 18 -32 0
-4 8 39 0
40 27 -29 0
-2 -28 -37 0
-15 -17 -26 0
35 4 21 0
-8 31 27 0
24 2 -12 0
12 -38 -22 0
-20 7 -38 0
29 -14 -7 0
24 -28 -14 0
31 -34 20 0
-38 -23 1 0
37 4 -13 0
-12 -3 -39 0
29 5 -20 0
14 30 20 0
15 30 13 0
34 -29 -4 0
35 -2 -39 0
-15 -14 -5 0
-4 -29 6 0
-20 17 25 0
-21 -32 37 0
32 -4 11 0
-13 39 12 0
3 38 -2 0
-26 -2 -18 0
-24 17 -7 0
