c instance by G2
c solution = 00010100001100100011
p cnf 20 56 3
w 9 9 3 2 1 6 0 5 8 1 4 5 6 7 2 0 1 0 0 8 
12 13 -9 0
-9 7 2 0
-1 -10 7 0
3 9 -10 0
-4 9 -3 0
8 11 1 0
-9 -17 -16 0
-20 4 16 0
3 -13 -6 0
-18 10 14 0
15 6 12 0
7 -5 9 0
-18 5 19 0
20 10 -5 0
-2 6 20 0
-16 -20 15 0
-14 17 -11 0
-11 15 5 0
8 -18 -19 0
17 11 -14 0
14 -7 -10 0
-1 -6 -20 0
-13 2 -6 0
8 -2 7 0
-15 -17 6 0
14 -15 -18 0
8 7 12 0
-20 -3 -10 0
6 -5 9 0
18 3 6 0
-7 -5 8 0
-7 3 9 0
3 -16 -11 0
7 -10 -6 0
18 1 4 0
-16 15 -10 0
8 -1 -15 0
12 14 16 0
-11 -6 19 0
7 -18 -17 0
-19 2 -8 0
9 -14 19 0
-11 9 -13 0
1 -16 -6 0
-11 -17 5 0
-3 8 -5 0
11 -20 18 0
-16 7 15 0
-16 -15 -11 0
19 -11 -17 0
-1 10 -11 0
-8 12 -18 0
1 -17 -8 0
5 -4 20 0
-10 11 -19 0
-12 10 19 0
