c instance by G2
c solution = 00000010001010110110
p cnf 20 36 3
w 1 6 4 8 7 1 9 9 1 3 4 1 4 0 5 4 9 5 5 5 
17 -8 4 0
-9 -10 2 0
9 3 -2 0
3 -4 -7 0
-13 -20 -3 0
-9 4 -11 0
-3 -2 13 0
16 7 -11 0
17 1 -10 0
-10 -18 -1 0
20 -12 10 0
-6 12 2 0
16 4 8 0
-18 -3 1 0
4 2 18 0
-6 8 -15 0
2 5 -9 0
-2 16 4 0
-19 7 -16 0
-16 -5 12 0
14 -1 20 0
14 12 19 0
-14 -7 1 0
-16 13 17 0
11 -15 -16 0
-11 -7 -9 0
6 -20 -19 0
-19 8 16 0
-2 -16 12 0
-7 -3 1 0
20 -10 1 0
6 9 15 0
-2 -17 -11 0
10 -18 -17 0
18 -2 -14 0
-18 13 6 0
