c instance by G2
c solution = 1110001111010000010100110100010100010011
p cnf 40 104 3
w 6 5 7 7 5 5 1 5 4 6 5 8 5 0 2 5 4 1 7 2 2 4 8 4 4 2 3 5 8 6 6 3 5 1 0 0 5 9 9 0 
-37 -13 34 0
19 10 -9 0
-10 20 22 0
-11 -30 -7 0
39 5 9 0
-2 29 32 0
32 21 -12 0
-1 36 -2 0
-14 19 18 0
15 30 3 0
-20 -28 -40 0
4 -12 -5 0
27 14 -19 0
4 11 -21 0
5 -29 26 0
-23 2 11 0
37 -34 28 0
-22 -33 21 0
-28 -19 -16 0
-6 -12 33 0
-25 -17 34 0
4 -20 8 0
-29 -20 -39 0
-39 -15 38 0
29 -9 -38 0
-3 6 -16 0
40 -11 -1 0
28 -26 -27 0
33 34 20 0
20 15 -10 0
24 38 35 0
19 -32 -31 0
-34 -8 37 0
26 -8 -30 0
-32 -9 39 0
-38 30 -26 0
38 17 -22 0
-15 36 38 0
24 -25 13 0
-39 26 -36 0
18 21 14 0
7 26 -19 0
-13 -22 35 0
27 -34 -39 0
-24 -36 7 0
-1 3 4 0
21 -38 8 0
-31 40 5 0
-11 -13 -7 0
29 -22 33 0
13 -29 38 0
21 -32 -31 0
10 -12 37 0
-32 -35 -3 0
28 31 7 0
36 -4 -17 0
-37 21 5 0
-22 -36 37 0
-20 19 -27 0
13 -39 -17 0
-2 23 -36 0
-34 -36 13 0
-10 -1 9 0
-9 -7 23 0
13 -37 8 0
14 -35 4 0
20 -17 -27 0
-5 8 14 0
6 -14 26 0
-38 -37 -9 0
-16 23 -20 0
-23 9 27 0
-34 -28 6 0
-15 -25 37 0
40 35 -10 0
-36 -35 24 0
-38 25 21 0
-17 -6 -23 0
-14 16 -3 0
37 -14 23 0
17 35 -25 0
-34 19 -37 0
-12 11 -4 0
28 -13 -9 0
-14 -35 -18 0
-25 34 -14 0
31 30 -12 0
9 -13 34 0
16 -4 -24 0
-4 -40 30 0
-25 -19 35 0
9 -14 -13 0
23 37 -9 0
-24 -34 37 0
22 -13 -4 0
6 14 1 0
-26 2 -24 0
12 22 19 0
28 -33 -26 0
-15 -25 29 0
18 23 14 0
32 19 35 0
-40 -14 -10 0
-21 -16 -20 0
