c instance by G2
c solution = 11011011110100110101100011111011110000000011001000
p cnf 50 240 3
w 6 0 1 2 4 0 2 6 6 4 0 3 1 7 0 1 3 0 2 1 7 3 3 4 5 9 0 0 3 8 1 3 9 6 0 2 1 4 4 7 4 9 5 7 4 3 8 1 7 7 
1 -32 -33 0
37 17 33 0
-33 26 -30 0
8 22 31 0
39 17 9 0
-24 -15 -33 0
-25 -26 1 0
2 33 40 0
-42 -9 -8 0
10 23 -45 0
-18 22 12 0
50 11 -13 0
26 20 -19 0
32 -44 -2 0
-38 -41 -3 0
43 -29 -28 0
9 8 20 0
27 36 -15 0
-31 -24 -49 0
-22 50 -36 0
-42 -8 49 0
19 -8 -37 0
-34 27 -44 0
15 -20 11 0
15 13 -24 0
-6 31 30 0
-27 45 -6 0
-6 -35 34 0
28 1 49 0
-47 -43 -41 0
50 -33 44 0
41 33 -16 0
41 28 19 0
9 -44 13 0
40 -21 18 0
-27 45 18 0
26 -37 44 0
38 4 -20 0
-22 35 49 0
18 -11 -39 0
46 -22 -29 0
-22 25 -7 0
-48 -28 -27 0
-13 -20 49 0
31 -28 -18 0
-11 -24 -21 0
46 19 -40 0
2 18 -48 0
15 48 -41 0
17 -3 -33 0
29 15 -46 0
1 -29 47 0
-21 2 33 0
-14 23 50 0
-43 27 -25 0
-5 -45 -42 0
35 -11 14 0
-6 18 14 0
18 19 38 0
-36 -5 -13 0
-30 12 -4 0
25 33 10 0
42 33 13 0
-28 36 1 0
30 -11 -19 0
34 -28 -1 0
4 5 33 0
35 -40 36 0
-2 33 -21 0
29 -13 -35 0
50 24 31 0
-34 8 -22 0
-38 34 33 0
-38 -47 45 0
13 48 -11 0
49 29 22 0
3 4 -42 0
-20 -14 -27 0
8 42 -32 0
-7 12 -22 0
-6 35 24 0
10 -21 13 0
-43 21 39 0
-27 1 35 0
1 6 13 0
-14 18 -38 0
-50 -27 -4 0
-22 -11 -24 0
-9 41 28 0
42 20 -2 0
2 -7 21 0
1 -9 13 0
13 18 27 0
-31 -29 12 0
-46 14 36 0
-50 -32 48 0
-44 48 -39 0
13 45 -14 0
-24 -26 14 0
7 4 11 0
47 33 -21 0
-21 -42 -35 0
38 31 -23 0
-5 27 -20 0
-6 32 24 0
41 -28 -6 0
46 49 10 0
42 26 23 0
-20 -1 -40 0
-39 -18 5 0
-43 -22 -7 0
7 47 -11 0
7 -31 -47 0
13 -24 46 0
-41 -23 44 0
41 -34 -13 0
-46 -25 -48 0
-29 -24 21 0
13 43 -46 0
29 20 -44 0
-10 43 -35 0
40 11 -30 0
-20 19 44 0
-44 2 -47 0
25 49 -31 0
31 7 -40 0
-34 -22 50 0
-11 -8 36 0
18 -29 -40 0
-7 -6 -45 0
-41 22 36 0
-20 -23 22 0
-41 -3 22 0
8 12 -11 0
2 40 48 0
11 -9 -19 0
-22 -33 49 0
14 -6 -42 0
-28 -3 41 0
-33 -15 -40 0
-16 8 32 0
-42 12 5 0
-8 -42 37 0
-46 32 12 0
28 -10 -15 0
22 -31 16 0
-34 33 9 0
-34 -3 27 0
17 -7 -46 0
35 -36 9 0
-16 8 38 0
-21 -43 -6 0
-32 15 -33 0
-36 -48 -20 0
-31 -42 -15 0
-20 -3 45 0
29 8 1 0
-22 -39 27 0
49 -29 18 0
11 37 7 0
23 14 -35 0
-19 -16 41 0
-36 -23 -39 0
34 -25 -27 0
35 20 13 0
-7 -49 -45 0
-20 14 -41 0
-29 -3 27 0
-40 -3 -17 0
36 44 22 0
-46 44 13 0
33 49 -45 0
11 27 -2 0
3 -18 -30 0
-50 -8 -6 0
-30 -36 -50 0
-6 23 -22 0
-33 -3 6 0
-34 -38 33 0
-7 14 -30 0
-46 42 -18 0
12 14 -21 0
49 -47 8 0
14 47 -20 0
-12 -8 -17 0
49 11 33 0
-17 -48 11 0
34 16 44 0
-15 8 -49 0
16 46 -13 0
31 -45 -44 0
21 24 -26 0
-7 -34 -37 0
27 -33 -3 0
46 -6 24 0
44 -46 4 0
-46 -30 38 0
35 -49 41 0
-29 -17 2 0
-40 -20 -10 0
28 -29 -40 0
31 22 -47 0
21 -2 -32 0
-46 -31 -50 0
2 23 15 0
-35 -31 -44 0
8 -18 -44 0
-11 -25 -21 0
-43 -26 5 0
-36 41 13 0
47 5 20 0
-39 37 -22 0
-35 17 46 0
-43 27 -44 0
-40 38 -23 0
12 -2 31 0
9 1 13 0
-20 29 -34 0
10 9 27 0
23 -3 -46 0
-7 -39 15 0
-49 44 43 0
5 -43 22 0
-43 37 44 0
-30 25 -7 0
2 13 -40 0
16 30 46 0
30 -28 43 0
23 -5 -45 0
-9 32 -10 0
33 -3 -24 0
35 39 43 0
39 21 -18 0
-2 12 -24 0
14 44 -12 0
38 -35 36 0
-5 18 -46 0
38 7 9 0
-19 48 2 0
36 45 -38 0
