c instance by G2
c solution = 001010000101000000101001011101
p cnf 30 126 3
w 2 9 6 7 3 6 6 3 6 2 2 9 0 6 4 5 2 8 5 7 1 8 6 1 7 2 8 3 7 4 
21 -8 -13 0
8 30 23 0
9 6 21 0
-15 -6 -23 0
-26 -29 -14 0
-28 -7 1 0
26 9 -12 0
6 -3 5 0
23 24 22 0
-29 13 -24 0
-7 18 -4 0
3 26 -28 0
5 -12 9 0
3 -26 -29 0
-5 17 -4 0
21 13 -2 0
-2 7 -14 0
-14 -22 3 0
-18 -29 -5 0
4 22 -9 0
-13 18 -1 0
-5 9 -14 0
14 -1 22 0
-4 -28 2 0
5 8 11 0
27 5 15 0
18 29 5 0
-22 -26 6 0
28 15 10 0
-20 6 7 0
10 -18 -4 0
21 13 -4 0
27 9 6 0
26 19 -1 0
-1 -6 -19 0
6 19 20 0
-18 -11 -23 0
-27 -2 -19 0
7 -24 -23 0
-28 -11 -3 0
-27 28 -29 0
26 13 -3 0
14 4 -1 0
-10 -11 14 0
4 27 16 0
2 -9 -17 0
-29 -20 1 0
14 -18 -5 0
-13 -26 1 0
-2 24 27 0
14 5 22 0
9 14 -13 0
-25 1 11 0
-23 22 -18 0
19 30 -10 0
-30 9 -15 0
-3 27 9 0
28 14 23 0
-15 28 -17 0
-21 13 -25 0
13 19 -10 0
9 27 -15 0
-24 11 -14 0
-10 -12 -15 0
-17 -13 -25 0
16 12 -17 0
-2 18 -26 0
8 -4 2 0
18 -6 3 0
-18 16 -27 0
25 -1 27 0
-7 -9 -16 0
-3 5 23 0
-16 24 -2 0
-13 29 22 0
-3 24 -18 0
-5 -11 -17 0
18 15 26 0
-7 2 -12 0
14 4 -22 0
7 -16 -3 0
-12 -9 15 0
-12 20 27 0
16 22 -2 0
23 30 -5 0
-9 5 -20 0
-5 -16 -17 0
-11 29 -30 0
21 23 13 0
-16 1 22 0
-13 -1 16 0
-4 -16 17 0
25 -8 22 0
-11 -5 -21 0
20 29 -14 0
-15 8 24 0
-24 28 -25 0
-29 -30 -5 0
25 21 -12 0
-13 -29 26 0
-11 28 -12 0
1 -5 -29 0
-16 18 20 0
-23 5 -29 0
-30 -13 -16 0
15 -14 -28 0
23 7 28 0
3 25 7 0
-7 -18 27 0
10 -3 25 0
17 4 -13 0
25 12 23 0
8 -29 -26 0
-9 28 7 0
30 20 -26 0
19 29 1 0
2 3 -25 0
8 1 -17 0
-9 26 28 0
-18 2 23 0
-19 14 -6 0
4 -14 29 0
12 -23 17 0
18 -16 -14 0
3 -29 -4 0
16 -1 -19 0
