c instance by G2
c solution = 101101110011010000110000000011
p cnf 30 66 3
w 5 4 3 1 4 9 1 5 1 3 8 3 0 1 3 0 5 4 6 8 9 5 3 7 2 8 7 5 5 0 
18 -1 -9 0
-9 11 4 0
17 20 8 0
-15 -25 -22 0
-24 -29 15 0
-26 24 -14 0
14 23 3 0
16 -18 5 0
-15 29 -14 0
18 3 11 0
20 16 -24 0
-16 -20 27 0
13 -12 -21 0
-18 -12 -7 0
17 -26 -14 0
10 17 -21 0
27 -20 -28 0
-16 17 -27 0
-27 -8 -29 0
8 2 -1 0
22 10 -18 0
-17 23 -5 0
-23 -4 -1 0
-7 -5 22 0
-22 -14 26 0
-25 -9 -18 0
17 -9 2 0
10 12 13 0
-16 15 26 0
22 14 -27 0
-30 13 -25 0
4 13 30 0
-17 27 16 0
-2 -8 -17 0
13 -15 -3 0
17 -30 -13 0
-30 15 19 0
17 -13 -20 0
13 8 3 0
15 -2 13 0
-17 8 -29 0
3 -29 -12 0
21 -8 14 0
-12 11 5 0
26 -8 4 0
6 1 -5 0
-5 9 -30 0
-6 11 24 0
-12 3 15 0
7 -2 26 0
-21 -11 -20 0
-19 -14 -10 0
3 -6 16 0
-26 -23 1 0
2 -17 -27 0
2 7 -3 0
14 25 -12 0
1 -12 5 0
-11 22 -17 0
29 -1 -6 0
30 -19 18 0
-25 5 -15 0
3 -29 5 0
6 -23 4 0
2 20 -11 0
-29 -20 6 0
