c instance by G2
c solution = 11001001101110100101
p cnf 20 84 3
w 1 0 4 8 6 0 0 7 5 8 1 2 3 9 0 3 5 3 7 0 
-16 -13 -15 0
13 7 -10 0
-15 -14 19 0
11 14 -19 0
1 -18 7 0
18 -17 -10 0
-3 -2 4 0
-10 -16 -2 0
10 11 -20 0
16 -15 -4 0
15 11 -8 0
2 -12 20 0
-13 -16 18 0
-2 -18 -3 0
-12 11 -20 0
-18 -16 2 0
-19 -13 20 0
9 -4 -11 0
-12 -17 -13 0
-3 9 16 0
11 3 8 0
9 -20 15 0
6 15 -19 0
14 5 8 0
18 1 13 0
7 1 5 0
-3 -15 -5 0
-5 -12 15 0
15 6 -10 0
-7 -13 8 0
13 5 3 0
12 6 -5 0
8 18 5 0
11 17 4 0
-12 -20 2 0
-16 -12 14 0
4 -14 -18 0
-9 12 20 0
-4 -6 -2 0
2 -1 -3 0
19 -3 10 0
-20 -16 10 0
-4 11 -16 0
18 20 -17 0
-2 13 6 0
18 14 9 0
9 -3 11 0
14 -20 15 0
-18 -6 -9 0
20 -16 17 0
9 14 -18 0
-8 -1 2 0
-12 2 11 0
20 -8 -18 0
11 3 -8 0
17 -11 20 0
-9 -8 -3 0
20 -14 -13 0
17 -5 11 0
8 4 11 0
-15 9 -2 0
-18 -17 -12 0
-8 -10 3 0
-10 9 -16 0
-20 14 8 0
-19 -1 14 0
-18 10 -7 0
16 -3 4 0
-13 19 2 0
3 -9 15 0
-5 15 2 0
1 -8 11 0
3 18 19 0
17 1 6 0
-13 11 -18 0
14 -17 -5 0
16 20 4 0
16 5 -6 0
-9 7 -10 0
-20 10 5 0
-17 15 -9 0
16 14 12 0
-16 -10 -20 0
-6 -16 -10 0
