c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 108 3
w 6 3 5 3 4 2 8 3 1 5 2 6 1 3 7 5 6 4 4 2 3 0 7 4 2 6 7 7 7 1 6 5 9 6 7 3 9 6 9 1 8 2 3 4 5 8 1 1 7 3 8 7 7 8 5 9 5 0 7 8 
43 52 42 0
-38 19 30 0
-49 14 -3 0
47 32 2 0
-6 27 -42 0
33 -6 -10 0
40 59 14 0
-39 -15 -3 0
23 58 -10 0
26 -5 30 0
-19 14 9 0
55 26 -17 0
-52 14 -18 0
-20 -34 -3 0
-46 -7 47 0
-26 17 -4 0
-26 -33 -40 0
43 8 50 0
-2 31 50 0
-32 16 -38 0
37 -46 -60 0
-23 -40 47 0
1 -48 -4 0
60 -44 17 0
-1 -31 -28 0
-2 -52 31 0
-25 34 51 0
15 -13 47 0
6 -3 -12 0
-27 -14 40 0
41 13 1 0
-38 4 27 0
-53 -10 3 0
40 24 -51 0
58 44 -60 0
47 -30 -55 0
-12 31 -18 0
21 60 -44 0
-34 6 14 0
-40 44 -35 0
-52 43 38 0
-6 3 -32 0
27 1 21 0
-35 -2 13 0
48 -32 23 0
46 -27 12 0
-32 46 35 0
39 -41 -11 0
3 -25 53 0
-20 13 2 0
-23 39 -2 0
-41 7 25 0
41 56 -25 0
54 29 -28 0
58 -44 -53 0
-28 13 -58 0
-27 -4 -50 0
-51 -20 -48 0
53 -25 -54 0
29 -49 -60 0
-45 44 -25 0
26 -34 -32 0
41 -2 34 0
-42 -11 33 0
3 2 22 0
14 34 48 0
-13 5 -10 0
38 -13 18 0
-35 50 16 0
-21 45 20 0
20 -48 54 0
36 -4 -43 0
45 50 -9 0
28 -44 -22 0
-38 27 -45 0
-11 17 28 0
52 41 -51 0
45 12 -44 0
-18 30 -43 0
43 -56 47 0
-25 -50 47 0
10 -25 36 0
26 30 51 0
49 59 5 0
16 60 14 0
-41 21 19 0
-16 -5 24 0
-58 -23 39 0
-23 1 -49 0
-7 -41 20 0
-59 -18 -51 0
57 -44 13 0
53 -37 34 0
54 18 13 0
-41 15 5 0
51 55 1 0
46 -23 -27 0
11 -14 -28 0
-19 53 8 0
44 -6 2 0
5 -38 -47 0
2 -38 55 0
-53 46 9 0
6 15 -26 0
-57 4 1 0
37 1 47 0
43 -36 -25 0
-32 -10 -17 0
