c instance by G2
c solution = 10011101010101100101111001100101000011110010110010
p cnf 50 50 3
w 6 4 9 8 5 1 7 8 8 2 8 2 3 5 5 6 1 2 9 6 2 3 5 0 6 3 7 5 7 9 4 4 7 3 6 0 9 6 8 7 6 5 8 8 8 0 8 5 4 2 
-8 24 -9 0
13 12 -15 0
46 24 17 0
-6 17 37 0
1 50 29 0
8 -10 -12 0
44 -47 7 0
16 -40 39 0
-1 -25 29 0
-7 -12 24 0
18 41 -45 0
-50 -15 -43 0
31 36 21 0
16 22 -45 0
-22 -8 4 0
-43 6 29 0
-35 -38 -27 0
-12 28 43 0
-27 -17 29 0
-46 -40 -31 0
19 -38 5 0
15 -30 9 0
-40 -6 26 0
-27 29 -11 0
-16 34 35 0
-32 -36 48 0
-2 47 -37 0
-34 -1 24 0
44 -26 -33 0
49 -37 25 0
45 34 -21 0
-43 -45 32 0
-4 10 -5 0
-32 30 24 0
40 48 3 0
-40 -28 16 0
20 -4 42 0
11 -46 -48 0
14 -4 7 0
-41 9 7 0
-24 17 13 0
-21 -44 -43 0
-1 -19 -23 0
24 -29 3 0
36 -43 -13 0
-15 35 23 0
27 -4 -32 0
-22 -14 -42 0
-10 -3 34 0
-23 42 38 0
