c instance by G2
c solution = 101101110011010000110000000011
p cnf 30 72 3
w 4 9 6 0 4 9 2 1 2 2 1 1 5 1 4 3 1 6 3 3 2 2 1 9 5 0 1 3 6 2 
-18 -12 -7 0
17 -9 2 0
13 -12 -21 0
13 5 -15 0
-15 29 -14 0
-23 9 -3 0
7 13 22 0
-16 17 -27 0
-16 -6 5 0
-20 4 21 0
18 -9 10 0
-3 14 1 0
-17 8 -29 0
-17 23 -5 0
2 -17 -27 0
22 14 -27 0
4 13 30 0
28 16 -24 0
-22 5 21 0
26 19 -3 0
-26 -23 1 0
6 -23 4 0
13 3 17 0
20 16 -24 0
17 20 8 0
14 27 17 0
-7 -5 22 0
18 -19 -17 0
16 30 -8 0
26 11 -2 0
-18 -5 19 0
-10 13 -4 0
-3 6 -12 0
-29 -13 9 0
-29 -15 27 0
-16 15 26 0
14 23 3 0
-15 -25 -22 0
25 9 1 0
17 -30 -13 0
14 25 -12 0
13 8 3 0
-12 11 5 0
3 -29 5 0
-1 11 -6 0
-12 27 -21 0
-12 3 15 0
-2 -8 -17 0
-14 -1 29 0
-25 5 -15 0
-9 11 4 0
18 3 11 0
-28 -29 17 0
-30 4 -6 0
5 16 -26 0
-27 10 -20 0
-13 -2 12 0
12 16 -30 0
-25 -9 -18 0
13 -30 -25 0
7 -2 26 0
20 -1 21 0
-26 24 -14 0
16 -18 5 0
3 -6 16 0
-5 24 13 0
-21 -11 -20 0
24 -2 10 0
-11 22 -17 0
-14 -18 -29 0
8 27 2 0
6 1 -5 0
