c instance by G2
c solution = 1001110101010110010111100110010100001111
p cnf 40 224 3
w 6 8 7 4 6 1 3 5 8 6 3 1 8 4 5 1 6 6 5 3 8 5 0 7 9 8 5 9 2 8 5 3 8 9 7 6 4 1 0 1 
19 30 -17 0
21 5 20 0
18 39 -17 0
-29 24 4 0
40 -10 -36 0
32 -39 -3 0
-34 -36 -9 0
-21 33 38 0
-16 11 18 0
28 24 20 0
17 -39 -16 0
38 13 8 0
16 -34 18 0
-18 1 34 0
-28 11 23 0
-29 -27 -5 0
-19 16 3 0
17 -11 -21 0
-17 19 -39 0
12 -34 16 0
-27 -31 -14 0
20 24 22 0
11 8 16 0
-24 2 -21 0
36 -12 30 0
37 -23 -14 0
-16 -33 7 0
-22 -34 28 0
-8 -32 22 0
1 -34 -11 0
-37 32 9 0
-34 -11 30 0
13 27 6 0
-28 33 36 0
29 31 -16 0
-7 9 -37 0
-24 4 10 0
28 40 -18 0
-23 -35 -32 0
25 37 -10 0
-11 31 9 0
9 40 -17 0
35 1 27 0
22 25 36 0
10 19 -4 0
9 35 -16 0
29 12 -15 0
35 -31 -25 0
10 23 14 0
-13 -23 -19 0
-38 15 -14 0
-11 5 21 0
39 18 -30 0
13 -22 -28 0
-2 -28 -14 0
-3 -19 12 0
6 32 17 0
-7 -20 -3 0
38 -2 -24 0
-38 -22 37 0
9 -25 -2 0
21 -27 33 0
2 27 -34 0
-10 -37 -31 0
-25 -1 31 0
8 -35 -40 0
-38 14 -6 0
31 -32 -16 0
10 -25 -23 0
23 18 34 0
38 -26 -15 0
-6 -34 23 0
-15 -7 9 0
18 -20 -22 0
26 36 9 0
-28 7 -20 0
-14 -13 28 0
-34 7 -32 0
25 -15 8 0
-8 40 14 0
-20 36 -31 0
37 -28 -14 0
19 15 9 0
33 18 17 0
-8 10 -38 0
27 1 -13 0
5 33 16 0
-31 -27 -32 0
-10 -13 -20 0
-28 29 22 0
39 -21 -7 0
-31 20 -6 0
22 21 26 0
27 -8 -17 0
-14 38 17 0
26 9 -37 0
17 10 -34 0
4 -21 -20 0
37 1 31 0
-25 39 -26 0
5 -27 39 0
10 35 -36 0
-30 10 -12 0
-29 8 -36 0
20 32 18 0
-2 12 39 0
-13 -35 -5 0
-20 12 -25 0
8 9 -23 0
12 2 32 0
-29 32 -38 0
-18 23 28 0
6 32 23 0
12 -5 -6 0
-19 -35 17 0
-34 9 3 0
40 22 -33 0
5 -10 -18 0
1 -29 -23 0
37 28 -40 0
27 -33 5 0
-25 -24 13 0
3 -37 14 0
-34 -27 -1 0
26 -9 23 0
39 33 26 0
2 -7 34 0
-4 -25 -21 0
-37 25 20 0
18 -14 -38 0
-3 13 -38 0
33 25 -16 0
-16 -37 19 0
26 -30 35 0
14 27 -12 0
-32 -35 9 0
36 28 -9 0
5 19 -20 0
-35 -19 -39 0
19 -24 -20 0
-24 29 19 0
32 3 -5 0
11 22 -26 0
-30 15 -4 0
31 -29 7 0
5 30 27 0
-26 -9 -21 0
-23 -28 33 0
-38 24 -34 0
-3 14 21 0
-36 25 31 0
-9 38 40 0
-14 -19 23 0
23 -28 -20 0
-18 -6 -7 0
24 26 -29 0
3 29 30 0
-10 30 20 0
38 -6 36 0
-28 37 31 0
-22 11 -36 0
8 17 -34 0
16 -7 33 0
-30 7 15 0
1 26 17 0
27 32 -9 0
-2 -12 19 0
10 -33 -23 0
32 9 10 0
-3 9 35 0
3 32 31 0
31 -35 36 0
-4 33 8 0
24 38 33 0
23 -14 -20 0
-33 37 31 0
-32 -16 14 0
24 5 -34 0
-8 -27 39 0
-33 -38 29 0
4 -30 16 0
31 -7 -28 0
25 7 -17 0
15 -1 22 0
-24 17 31 0
6 -15 17 0
33 -24 -12 0
17 -30 -25 0
-31 -14 -4 0
4 -30 -10 0
-27 22 -11 0
-20 -13 31 0
34 -9 7 0
-6 4 38 0
24 12 28 0
-11 -18 38 0
-33 -22 -29 0
36 -4 27 0
-16 23 -31 0
-4 7 -31 0
-2 28 7 0
-4 12 -14 0
12 -37 -3 0
23 16 32 0
8 30 -38 0
22 31 26 0
-22 -24 -33 0
-8 39 35 0
33 -19 14 0
-11 -16 31 0
15 19 22 0
14 -1 -40 0
32 11 26 0
-33 7 28 0
-35 4 -18 0
4 27 12 0
27 -17 14 0
15 -12 -20 0
26 21 16 0
-25 -1 24 0
-6 15 9 0
11 7 -24 0
-8 4 -12 0
12 3 39 0
