c instance by G2
c solution = 00000000010101100001000011011010110110001111110000
p cnf 50 80 3
w 8 5 8 6 2 6 5 4 6 0 9 9 4 5 9 5 2 1 8 4 2 5 2 9 0 8 9 1 2 3 2 1 8 5 9 1 5 1 2 7 4 1 6 3 3 5 9 9 1 2 
39 6 46 0
-41 -1 -12 0
28 23 50 0
-13 26 -40 0
39 10 -28 0
-7 48 -2 0
13 15 49 0
30 -25 33 0
20 -4 15 0
-42 18 -32 0
8 20 -12 0
-33 -5 32 0
46 -15 24 0
16 9 -19 0
-5 -32 12 0
9 -34 -7 0
1 21 -11 0
40 -5 45 0
20 -42 46 0
13 -18 -12 0
-38 -28 4 0
-38 -15 4 0
-46 9 29 0
-46 36 -26 0
-28 1 41 0
-10 14 -27 0
-14 27 25 0
-14 -29 -48 0
-17 1 2 0
-46 -37 -21 0
22 -47 -44 0
32 6 -40 0
-29 5 -4 0
30 -36 46 0
37 7 32 0
2 -44 43 0
-26 -27 -43 0
-41 -33 10 0
49 23 44 0
19 -22 24 0
49 8 -35 0
-30 -43 21 0
-16 11 -26 0
-32 -6 -39 0
-14 -24 36 0
13 26 -28 0
12 -15 -44 0
33 -49 40 0
-42 -11 21 0
-14 45 5 0
-23 4 -43 0
-45 -35 -9 0
8 -10 34 0
42 35 3 0
39 -49 -10 0
17 7 -35 0
41 -28 -11 0
3 22 31 0
-50 -12 49 0
39 18 36 0
-16 20 2 0
45 15 29 0
-43 -8 18 0
27 -9 -43 0
25 33 -14 0
-10 17 -39 0
-6 -7 -39 0
27 -10 45 0
-26 -2 -14 0
3 -10 14 0
12 -38 9 0
-24 11 -44 0
26 -41 21 0
-42 -3 -33 0
-13 7 4 0
-6 -12 17 0
-17 44 -37 0
40 5 -32 0
-18 26 -42 0
18 -23 35 0
