c instance by G2
c solution = 101101110011010000110000000011
p cnf 30 60 3
w 9 2 8 2 5 7 5 1 6 2 9 6 6 4 5 1 1 5 9 9 0 7 7 0 7 5 8 6 7 3 
8 22 9 0
-21 -11 -20 0
-3 -16 -14 0
4 13 30 0
24 30 10 0
-12 3 15 0
17 -30 -13 0
14 25 -12 0
27 -7 -25 0
-25 -9 -18 0
6 9 17 0
-26 24 -14 0
13 -21 17 0
-20 -22 21 0
-17 8 -29 0
13 8 3 0
-20 -8 7 0
-6 14 -29 0
-23 24 13 0
-30 -1 -13 0
-26 -23 1 0
3 22 24 0
-15 29 -14 0
-28 27 2 0
24 20 10 0
-15 -25 -22 0
25 9 19 0
22 14 -27 0
-7 -5 22 0
-16 15 26 0
-7 4 2 0
-9 11 4 0
-11 22 -17 0
-15 -6 2 0
-20 1 -3 0
-3 -24 -12 0
13 -2 -20 0
14 23 3 0
-5 15 17 0
18 3 11 0
2 -17 -27 0
-17 23 -5 0
-2 -8 -17 0
2 -14 -9 0
5 -18 -19 0
13 -12 -21 0
-25 5 -15 0
13 11 2 0
6 1 -5 0
-10 -4 15 0
-8 24 -27 0
-17 -4 18 0
3 -29 5 0
-11 -6 12 0
-18 -12 -7 0
16 -18 5 0
18 29 10 0
3 -6 16 0
6 -23 4 0
-26 13 22 0
