c instance by G2
c solution = 101101110011010000110000000011
p cnf 30 48 3
w 1 9 9 2 7 6 0 9 6 0 7 8 3 2 4 2 7 1 9 6 6 2 6 5 2 1 9 7 3 9 
16 -18 5 0
22 3 17 0
-17 27 23 0
-30 -20 4 0
17 16 -27 0
-12 9 -13 0
15 14 -29 0
-7 11 5 0
13 -12 -21 0
-14 -20 6 0
-2 -3 -11 0
-29 24 8 0
9 30 2 0
6 1 -5 0
-29 -10 2 0
7 5 -12 0
-4 9 -16 0
-9 11 4 0
18 3 11 0
17 -9 -8 0
-15 -25 -22 0
14 23 3 0
17 -28 -20 0
-16 15 26 0
6 -23 4 0
21 20 -11 0
-23 -20 16 0
5 -4 -26 0
-25 5 -15 0
12 -20 18 0
5 -29 -18 0
13 8 3 0
-3 23 -22 0
2 -17 -27 0
9 -5 18 0
3 -29 5 0
2 -24 26 0
3 -6 16 0
22 14 -27 0
-12 3 15 0
-15 25 -1 0
-29 19 18 0
-26 -23 1 0
-20 5 -21 0
1 2 -30 0
29 18 17 0
-12 -3 -25 0
-26 24 -14 0
