c instance by G2
c solution = 111101011111100101001101010100110110101110011000000100001100
p cnf 60 348 3
w 2 7 2 1 5 4 0 2 9 7 3 1 1 2 4 1 7 1 3 5 9 4 1 5 6 8 0 3 2 7 2 4 1 5 9 3 8 3 1 4 3 4 9 4 1 2 9 6 0 2 4 7 4 4 7 9 5 0 2 9 
-18 28 56 0
-46 -1 24 0
7 -30 59 0
42 48 -36 0
38 53 12 0
-39 10 57 0
-60 -13 -57 0
58 -56 20 0
-57 1 60 0
-11 2 -34 0
50 -39 1 0
7 -6 28 0
6 -47 53 0
32 -31 -13 0
39 26 -54 0
-56 8 -41 0
-39 21 -32 0
44 56 7 0
7 25 4 0
-50 15 -6 0
35 -24 -52 0
-11 -12 32 0
-20 14 -44 0
52 -25 -41 0
54 57 58 0
-41 31 -17 0
-7 41 31 0
36 1 59 0
38 22 -18 0
-22 17 41 0
33 29 12 0
9 18 -22 0
-53 -31 34 0
28 17 -41 0
8 26 4 0
3 15 -58 0
2 -53 -59 0
-22 -4 11 0
-50 7 -15 0
56 38 40 0
57 59 -29 0
-48 43 -52 0
8 -2 -38 0
-21 29 18 0
31 -9 24 0
54 -3 -20 0
-7 26 -40 0
-22 -3 52 0
-29 8 48 0
21 48 -9 0
-53 17 -56 0
-34 -42 -36 0
33 17 -48 0
21 -3 -4 0
-14 3 46 0
11 -21 -6 0
-13 22 -45 0
-38 58 28 0
56 -20 -17 0
-39 8 46 0
40 29 17 0
43 -38 25 0
-33 4 26 0
-11 37 -10 0
-41 37 14 0
-47 52 35 0
35 -26 -2 0
37 60 5 0
33 55 -48 0
23 -24 -48 0
32 4 29 0
-17 -39 -34 0
48 -14 22 0
44 41 -53 0
26 57 -10 0
41 -9 -14 0
-13 32 -2 0
11 -56 -1 0
50 10 52 0
56 18 -15 0
-55 -27 59 0
-33 -3 -28 0
-26 -23 -37 0
48 37 45 0
-30 -19 -45 0
2 -32 -52 0
-55 -41 -9 0
59 32 47 0
47 -9 22 0
-21 -36 2 0
-17 32 -30 0
12 -18 10 0
55 48 -23 0
-44 -14 -41 0
-31 -1 -7 0
18 49 27 0
-43 9 -34 0
-60 -8 -23 0
-19 9 -39 0
14 58 -3 0
30 -46 44 0
35 -53 51 0
-55 -54 58 0
34 35 2 0
-52 41 55 0
3 -56 16 0
-5 -29 -10 0
16 -51 36 0
-44 -29 54 0
39 6 -58 0
59 36 13 0
-15 42 3 0
10 27 -53 0
49 -17 -54 0
46 -49 11 0
-18 50 57 0
40 51 37 0
-32 -51 34 0
-20 38 47 0
59 -54 -52 0
-38 59 -34 0
-1 -32 12 0
-4 -50 21 0
35 42 -50 0
15 39 -16 0
38 -19 -7 0
24 -44 4 0
46 -56 43 0
54 1 57 0
-3 56 26 0
59 -32 3 0
-29 54 -21 0
50 -2 -43 0
-57 -43 21 0
-50 14 -58 0
-56 12 22 0
-30 -22 7 0
7 34 -38 0
-53 48 8 0
45 -41 46 0
18 -44 -29 0
22 47 44 0
-34 29 -53 0
-4 -27 -44 0
-47 -8 -3 0
-49 53 -54 0
-7 56 -50 0
-18 -19 56 0
-36 -21 20 0
33 -59 36 0
17 58 -3 0
-9 -55 -38 0
57 -34 38 0
15 5 57 0
-6 9 -54 0
-23 36 10 0
16 -54 21 0
-45 35 -7 0
54 -3 12 0
-51 -32 41 0
21 57 -23 0
5 41 -34 0
40 13 1 0
34 8 41 0
11 50 -38 0
60 -10 -33 0
23 59 -55 0
-45 -38 26 0
-23 14 -41 0
-27 -56 45 0
-34 -7 16 0
41 -12 -6 0
8 -37 -31 0
-57 34 58 0
60 -36 26 0
-40 39 -44 0
35 32 -9 0
-27 -6 50 0
-30 18 -24 0
-20 -45 59 0
-7 15 -13 0
-12 -15 20 0
-32 -49 -44 0
-6 37 -57 0
-27 19 -41 0
-19 -30 11 0
-28 -13 -50 0
23 26 8 0
-38 -27 8 0
33 -7 -52 0
-23 -31 -10 0
-36 -21 -52 0
-6 52 4 0
-55 -20 -36 0
8 -36 14 0
38 -52 -14 0
35 -14 29 0
60 54 -47 0
-35 -53 -18 0
-52 53 -25 0
-2 -54 -9 0
51 35 30 0
-42 53 25 0
38 14 1 0
-49 59 -21 0
-45 24 38 0
-49 -35 42 0
23 -37 -55 0
-36 42 -48 0
-39 16 -11 0
10 -7 -57 0
-39 -24 3 0
10 55 -32 0
-53 46 -40 0
2 -31 -39 0
29 23 1 0
-23 -34 -59 0
-11 -51 15 0
-7 -9 -58 0
-22 57 -58 0
-34 41 40 0
-39 -49 -16 0
-53 -4 -46 0
-32 -18 52 0
-43 -2 42 0
8 -14 24 0
21 -7 45 0
-11 10 57 0
-48 32 5 0
-40 5 -51 0
-60 16 -53 0
-29 22 -51 0
58 14 31 0
5 -49 56 0
-19 40 -25 0
15 25 34 0
-21 26 59 0
21 36 -16 0
-37 -30 5 0
44 -35 50 0
-30 51 -35 0
-34 7 4 0
11 -1 -6 0
-55 21 -16 0
-6 -57 -29 0
-43 -56 -18 0
-60 11 -30 0
-18 34 -28 0
45 -52 26 0
-28 -18 -33 0
-51 -25 16 0
4 13 51 0
-56 44 -34 0
26 29 -10 0
-25 -29 -17 0
57 29 -48 0
-32 -38 -51 0
-11 -19 47 0
15 27 -17 0
44 15 -10 0
20 2 17 0
18 -37 54 0
3 -52 -8 0
47 27 -59 0
-51 -28 -13 0
25 -29 32 0
55 -48 10 0
-12 -48 -51 0
-18 32 -25 0
33 18 -10 0
27 -14 -29 0
-26 -52 9 0
-14 10 -19 0
15 29 40 0
27 52 23 0
-18 3 23 0
-28 -57 -17 0
22 -26 24 0
13 31 35 0
-2 -17 -12 0
-58 41 54 0
-55 -10 -12 0
56 12 -33 0
-32 -37 24 0
-25 -44 -6 0
31 -28 -11 0
-53 -11 16 0
51 -36 -34 0
-59 -45 -31 0
-45 9 -40 0
27 28 59 0
-37 30 35 0
13 -49 -45 0
-58 4 -13 0
20 -4 -55 0
8 17 13 0
-21 1 -10 0
-35 39 -56 0
-3 16 -32 0
-59 -38 -23 0
-37 14 6 0
57 -48 -40 0
23 36 -56 0
-25 -35 -27 0
9 -19 -31 0
-60 -19 20 0
16 19 2 0
-23 27 38 0
59 4 -6 0
52 -57 -42 0
-23 -45 2 0
5 -8 -54 0
27 -49 56 0
-51 -25 -9 0
-48 17 44 0
19 -57 41 0
-5 -28 -40 0
22 -21 14 0
-44 28 22 0
-8 22 -44 0
-46 20 -26 0
16 -22 -39 0
2 29 21 0
11 -21 -1 0
41 57 42 0
13 31 -36 0
-25 -43 -53 0
49 28 -19 0
23 9 -49 0
-51 60 40 0
22 51 -11 0
29 5 -53 0
-26 -56 60 0
59 20 28 0
6 57 -10 0
-44 -5 -9 0
-53 -35 -8 0
21 -4 -20 0
32 16 38 0
-51 59 -25 0
24 -49 -47 0
29 16 3 0
15 41 20 0
-17 51 26 0
-53 -3 -32 0
-27 45 -3 0
-38 30 50 0
-60 14 -17 0
