c instance by G2
c solution = 00010100001100100011
p cnf 20 52 3
w 8 6 2 5 9 1 4 1 2 6 8 6 1 9 3 0 6 1 7 4 
12 13 -9 0
20 10 -5 0
18 3 -9 0
-7 -5 8 0
-16 -20 15 0
7 15 -6 0
19 17 -11 0
-9 -17 -16 0
18 1 4 0
7 -5 2 0
-18 2 -6 0
-15 -2 1 0
-1 -6 -20 0
-13 7 2 0
-4 9 -7 0
17 11 -14 0
19 -11 -17 0
4 5 10 0
-10 11 -19 0
-16 -20 18 0
8 -1 -15 0
7 -18 -17 0
6 -5 9 0
-19 2 11 0
-11 20 5 0
-18 5 19 0
13 10 -14 0
16 -19 -1 0
14 -7 -10 0
-15 -17 6 0
-3 17 8 0
-16 -15 -11 0
8 11 1 0
6 10 -11 0
-8 12 -18 0
3 -13 -6 0
-3 8 -5 0
-20 -8 16 0
-18 10 14 0
-11 -6 19 0
-16 15 -10 0
12 14 16 0
-10 3 9 0
3 -16 -11 0
9 18 12 0
8 7 -17 0
8 -18 -19 0
3 9 -10 0
15 6 12 0
9 -14 19 0
-20 -3 -10 0
-11 9 -13 0
