c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 132 3
w 5 0 8 4 8 6 2 4 3 6 7 0 2 2 2 1 5 9 7 4 8 8 7 3 6 7 9 4 9 1 4 0 4 5 8 4 4 7 8 9 3 2 7 1 1 9 5 6 6 5 3 9 0 8 4 3 6 3 1 0 
3 23 47 0
-6 3 -32 0
-10 -38 16 0
-57 4 1 0
-42 -11 33 0
52 41 -51 0
5 44 53 0
-2 31 50 0
-20 -31 5 0
-23 -35 -58 0
55 48 28 0
-15 47 -2 0
43 10 47 0
23 17 2 0
-53 -10 3 0
43 6 42 0
-55 53 33 0
-18 30 -43 0
58 44 -60 0
-25 4 47 0
53 -25 8 0
24 47 -29 0
-50 10 -52 0
2 -38 -9 0
37 28 -46 0
-12 18 -32 0
-52 -37 -41 0
-38 -30 -24 0
59 57 -23 0
32 49 -43 0
-49 14 -3 0
53 -8 15 0
43 -56 -31 0
-26 -33 -40 0
-57 -25 35 0
29 42 -31 0
14 34 48 0
27 -18 -48 0
40 59 14 0
48 -32 23 0
37 1 47 0
46 -27 12 0
32 -15 28 0
26 30 51 0
6 15 -26 0
36 53 -42 0
-27 -24 -19 0
-40 44 -35 0
49 -10 42 0
-23 -4 -50 0
58 -44 -53 0
38 20 -60 0
11 31 36 0
-2 -52 31 0
1 -48 -4 0
25 13 -51 0
-46 -7 47 0
54 29 -28 0
23 -49 -35 0
-16 -5 24 0
-45 44 -25 0
-28 13 -58 0
-19 53 8 0
50 -8 -22 0
3 2 22 0
-19 -32 51 0
-1 -31 -28 0
-34 30 -25 0
-10 40 51 0
41 -2 34 0
5 -38 1 0
-13 -43 -53 0
60 -44 17 0
-50 45 -40 0
15 -13 47 0
-26 -57 -6 0
-50 37 -60 0
53 59 41 0
25 53 -34 0
-51 -20 -48 0
52 -19 -8 0
2 -43 20 0
-34 6 14 0
27 1 21 0
35 8 32 0
28 -45 -44 0
-32 16 -38 0
-20 -34 -3 0
-52 -27 -41 0
-44 -43 26 0
-60 -47 -55 0
38 -13 18 0
39 -41 -11 0
-5 20 43 0
42 46 -36 0
11 -36 -17 0
-32 -17 -12 0
-11 -44 13 0
-60 -28 -23 0
41 13 1 0
-27 -14 40 0
-19 14 9 0
20 25 -6 0
5 -33 19 0
-30 -37 12 0
9 -53 30 0
-39 7 46 0
-51 -45 -25 0
-47 27 26 0
-7 46 9 0
-17 -36 -33 0
-41 21 19 0
-4 -46 -59 0
12 -23 39 0
-27 -4 -50 0
-25 34 -5 0
59 -30 -55 0
-21 46 50 0
21 -54 -49 0
-40 -6 -4 0
55 26 -17 0
18 41 -5 0
3 59 5 0
-13 -18 -51 0
16 60 14 0
51 55 1 0
18 43 -44 0
-57 60 -49 0
21 14 -44 0
-59 36 39 0
-23 39 -2 0
20 -2 54 0
