c instance by G2
c solution = 1000111110
p cnf 10 46 3
w 5 6 9 5 8 6 3 3 3 2 
-10 -9 -2 0
-9 5 -3 0
5 -4 -2 0
-7 -10 -4 0
-6 7 3 0
-10 -5 -2 0
-5 -1 7 0
5 -9 2 0
3 -4 5 0
-8 -10 2 0
-5 -9 6 0
8 -4 -10 0
-10 1 2 0
-5 -6 8 0
-3 6 -1 0
-2 10 8 0
-7 10 9 0
3 8 -6 0
3 -7 -2 0
-10 -1 -6 0
-6 10 -4 0
-8 1 -7 0
-5 1 4 0
-1 7 8 0
-10 -7 -5 0
8 10 7 0
-10 4 1 0
5 8 -4 0
-10 4 1 0
-2 -4 -6 0
-5 3 6 0
-9 -1 -3 0
-4 1 -3 0
6 2 3 0
-10 7 -2 0
10 -7 5 0
1 -9 -5 0
2 3 6 0
6 -7 -4 0
8 7 -10 0
9 10 -5 0
-3 9 6 0
-7 -4 -9 0
9 -5 2 0
-4 6 8 0
-7 -4 -9 0
