c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 120 3
w 7 4 7 8 7 5 4 5 5 4 9 4 0 7 3 6 0 8 2 3 5 8 7 9 2 8 8 0 2 7 5 3 9 8 3 9 6 6 8 4 2 5 2 5 2 5 8 0 1 9 1 5 8 2 9 3 4 7 6 1 
53 18 34 0
35 8 32 0
53 -8 41 0
-47 17 2 0
-13 -6 -10 0
6 15 -26 0
-52 43 19 0
-28 13 -58 0
20 29 54 0
58 44 -60 0
-48 47 -29 0
-42 -11 33 0
-45 44 -25 0
-57 -25 60 0
50 -8 -46 0
26 14 -32 0
-19 14 9 0
27 1 21 0
28 -44 1 0
-32 46 16 0
-45 -31 5 0
2 -43 20 0
52 41 -51 0
1 -48 -4 0
-32 53 -11 0
39 -41 -11 0
-2 58 -10 0
46 -23 6 0
2 -38 -36 0
-23 -21 47 0
15 -13 47 0
-40 44 -35 0
51 55 1 0
-60 -53 -23 0
37 1 47 0
15 59 -35 0
41 13 1 0
-6 27 23 0
-22 56 -25 0
53 -25 35 0
-27 -14 40 0
25 -6 2 0
-50 -57 -6 0
-18 30 -43 0
16 60 14 0
14 34 48 0
-46 -7 47 0
-53 -10 3 0
-32 -43 -12 0
54 29 -28 0
21 -40 -44 0
-19 53 8 0
-20 -15 -3 0
-12 10 -18 0
38 -44 13 0
-23 39 -2 0
-17 -36 -33 0
-49 14 -3 0
41 -2 34 0
-51 -20 -48 0
-55 53 57 0
43 33 42 0
-5 20 43 0
28 -45 -44 0
23 -49 -35 0
51 -24 -19 0
-30 59 5 0
-38 27 -26 0
-58 50 34 0
40 59 14 0
47 12 2 0
36 -4 24 0
48 -32 23 0
-13 -43 -53 0
5 -38 -28 0
58 -44 -53 0
-2 -52 31 0
3 2 22 0
60 -44 17 0
-32 16 -38 0
-34 6 14 0
-1 -31 -28 0
46 -27 12 0
-59 30 -25 0
5 -33 44 0
-39 -18 -51 0
-20 -34 -3 0
18 41 -5 0
43 -17 -25 0
-50 10 -52 0
-57 4 1 0
11 55 36 0
-41 21 19 0
47 -9 -55 0
38 -13 18 0
-2 31 50 0
40 3 -51 0
55 26 -17 0
-50 45 -40 0
-16 -5 24 0
-34 46 9 0
-41 7 4 0
-25 31 47 0
-10 -38 -42 0
11 -14 -7 0
-6 3 -32 0
-38 -30 -24 0
8 -49 -60 0
-54 42 -31 0
-27 -4 -50 0
28 43 52 0
-56 -15 28 0
49 13 -51 0
-5 17 -4 0
26 30 51 0
-25 34 32 0
-30 -37 12 0
37 -27 -60 0
43 -37 47 0
-26 -33 -40 0
