c instance by G2
c solution = 000000000101101100111100001101000010011111000000101110000000
p cnf 60 84 3
w 5 2 2 3 5 6 2 3 6 6 2 6 1 6 6 0 4 4 9 4 6 1 3 3 3 6 2 4 4 0 1 2 6 0 5 3 0 3 0 3 0 8 2 4 5 1 6 4 1 5 9 8 5 9 6 9 7 2 0 9 
15 10 -55 0
47 -24 36 0
-47 -23 -53 0
-37 -17 -30 0
-12 -5 31 0
36 56 10 0
-9 -53 -10 0
43 33 53 0
-32 17 -20 0
-28 38 -12 0
42 -15 9 0
-3 59 -40 0
16 -12 25 0
-13 -10 28 0
-39 -34 2 0
45 7 -44 0
56 -11 -53 0
-13 -10 -1 0
-49 54 -6 0
36 -28 15 0
-7 -49 9 0
-18 50 -49 0
-19 -34 -5 0
-22 -31 26 0
40 47 58 0
47 -4 18 0
33 -19 -59 0
-27 -1 15 0
-9 -27 -53 0
21 -20 47 0
15 -3 -31 0
-27 -57 -12 0
47 12 -35 0
35 -27 44 0
48 1 -33 0
30 -37 32 0
-11 27 -17 0
55 53 -15 0
6 52 46 0
-26 -20 -27 0
19 -22 50 0
-17 3 -47 0
46 -5 -33 0
20 -52 7 0
-29 10 -55 0
-58 -19 9 0
-49 51 32 0
-26 23 -49 0
13 32 -12 0
18 41 -12 0
33 27 32 0
28 46 49 0
1 4 -47 0
7 -25 -21 0
32 -36 5 0
-40 39 26 0
57 -15 -45 0
-19 -43 14 0
18 -41 -24 0
-22 60 -55 0
20 55 56 0
-29 36 56 0
-60 58 14 0
-36 -49 -53 0
9 -23 -2 0
6 30 26 0
45 -10 -48 0
-12 8 22 0
56 -37 -20 0
-8 -12 -42 0
-23 37 36 0
60 4 -56 0
1 -46 -16 0
28 -54 42 0
-44 58 56 0
59 9 -3 0
16 57 -1 0
32 -17 25 0
-54 33 5 0
-39 -50 -10 0
44 49 9 0
24 25 -2 0
18 -14 17 0
-10 27 -6 0
