c instance by G2
c solution = 101110110111110100010101010001110111001100011010001111000101
p cnf 60 252 3
w 5 9 3 8 5 8 9 4 5 9 1 9 5 8 9 3 9 1 1 5 9 1 9 5 2 0 1 8 1 7 3 4 7 4 2 1 5 1 7 7 3 5 9 3 4 8 3 0 9 5 7 7 4 1 9 4 6 7 4 4 
25 19 24 0
23 58 45 0
36 -19 -44 0
-18 -25 16 0
29 -18 -25 0
16 -51 -49 0
36 -21 40 0
-39 -10 31 0
27 -11 -15 0
54 27 47 0
-21 28 -8 0
-34 -57 -53 0
1 -4 -59 0
-3 -45 47 0
17 -20 34 0
-54 -23 60 0
19 29 -41 0
41 12 57 0
16 33 11 0
-34 -56 -26 0
13 50 -60 0
46 -19 6 0
47 -23 12 0
60 -55 58 0
-10 -20 -29 0
47 -8 -51 0
-3 53 15 0
18 32 50 0
-32 22 -21 0
-55 57 -30 0
55 -17 -47 0
20 -8 30 0
36 38 1 0
-3 -49 50 0
-39 1 30 0
3 -6 45 0
46 -4 -43 0
-30 40 10 0
31 -53 -45 0
24 38 44 0
-47 51 -36 0
31 -41 50 0
47 -45 58 0
-21 54 -23 0
30 7 8 0
-59 -7 -5 0
-12 -19 3 0
52 13 18 0
-47 1 24 0
-60 -5 22 0
-18 -47 27 0
53 -15 -47 0
-54 -35 7 0
-57 32 53 0
11 29 3 0
35 -49 42 0
58 27 42 0
-47 40 -57 0
-29 11 -56 0
16 26 -20 0
-41 27 1 0
-19 38 13 0
5 -55 47 0
28 -6 -12 0
57 -25 54 0
-18 45 -20 0
-55 31 32 0
26 -25 5 0
-39 54 -14 0
-11 -60 35 0
43 60 -1 0
-22 27 -17 0
8 -57 -38 0
14 -44 38 0
4 -60 -44 0
43 39 37 0
2 52 -34 0
-24 -32 -29 0
19 47 -54 0
-28 -50 -52 0
41 25 53 0
-22 -39 1 0
57 34 16 0
-23 2 56 0
24 -25 59 0
-16 32 23 0
-24 -23 57 0
-55 31 47 0
21 -49 59 0
-24 -17 43 0
7 -1 -53 0
17 -16 44 0
42 -19 -32 0
-36 -59 -24 0
23 -49 15 0
55 35 21 0
32 59 1 0
-17 9 13 0
45 -2 42 0
-5 32 30 0
-57 1 11 0
-57 20 -44 0
-15 2 -7 0
30 4 -50 0
-52 22 29 0
22 -38 13 0
-47 42 -28 0
-23 -9 -27 0
7 41 8 0
-59 -8 27 0
19 -30 24 0
-36 -6 54 0
44 -39 -25 0
-4 56 34 0
20 15 39 0
44 -58 -1 0
50 11 -58 0
27 3 -19 0
-28 59 -3 0
-7 24 10 0
-8 53 -10 0
55 32 3 0
-27 23 -3 0
-11 -42 -31 0
-9 57 3 0
55 16 -4 0
24 -4 6 0
13 -39 -21 0
-46 53 -60 0
45 50 -8 0
55 -25 7 0
-54 42 8 0
-17 34 -48 0
-48 46 -21 0
57 -2 60 0
-5 -30 12 0
25 3 -5 0
48 -32 -2 0
54 -2 33 0
-3 39 -21 0
-41 -58 43 0
-3 56 5 0
-40 3 -24 0
39 -30 -44 0
46 -33 18 0
-21 32 53 0
-57 -60 -38 0
10 -16 -40 0
-48 -35 -58 0
46 -19 -12 0
-46 49 25 0
25 52 15 0
-53 -59 -16 0
20 -26 58 0
16 33 -52 0
-42 -32 60 0
56 -33 -37 0
-9 58 -28 0
1 -31 -11 0
-54 56 -38 0
-47 -13 -19 0
48 -28 -40 0
42 22 -36 0
59 -50 9 0
-2 -33 25 0
-36 19 32 0
-23 -33 -16 0
-49 -26 -22 0
-4 -17 -3 0
5 57 21 0
-32 -37 5 0
31 29 4 0
-28 -36 34 0
23 34 -57 0
-23 8 -26 0
-43 35 -27 0
-42 2 -35 0
-23 -52 25 0
-15 -14 -30 0
-37 -54 -28 0
26 25 21 0
52 -32 35 0
-26 -30 -21 0
17 -3 12 0
7 55 10 0
-6 33 28 0
52 -58 7 0
-43 -47 -60 0
45 2 26 0
17 47 33 0
-43 49 15 0
34 49 19 0
-45 14 49 0
-50 43 -60 0
12 23 -59 0
31 -20 35 0
39 -49 -40 0
-9 23 -15 0
5 41 -8 0
-57 -5 50 0
-37 49 -30 0
41 -42 44 0
37 51 -26 0
8 21 43 0
32 -60 15 0
21 -19 -59 0
23 52 -54 0
-58 -59 -14 0
7 46 12 0
5 -53 25 0
20 -26 55 0
-28 12 -45 0
-6 13 50 0
-18 9 58 0
-22 -31 36 0
-51 60 -53 0
16 60 41 0
28 -16 26 0
-41 42 46 0
60 -51 36 0
-25 -28 19 0
-53 -55 -33 0
7 6 -20 0
-37 -54 -30 0
-29 -6 43 0
-57 -7 -18 0
31 -59 -16 0
-45 27 40 0
15 8 -60 0
30 38 57 0
26 -52 45 0
-10 -49 13 0
20 48 29 0
30 20 3 0
-53 23 -25 0
4 -12 -19 0
58 57 18 0
-17 55 -34 0
46 -19 -39 0
-38 -23 4 0
-21 56 -44 0
58 36 -22 0
-55 10 19 0
48 -14 -9 0
-10 54 -27 0
26 36 40 0
-11 33 13 0
-11 26 -28 0
21 -11 -48 0
-3 28 13 0
-29 50 51 0
29 53 -26 0
