c instance by G2
c solution = 101101010101011101100011100010111010010010010000101100101001
p cnf 60 156 3
w 1 4 9 5 2 6 6 8 3 3 4 2 8 6 8 6 0 5 0 2 1 8 3 9 8 7 1 7 3 3 0 1 3 4 9 8 9 6 5 8 2 6 9 4 9 8 0 1 6 1 2 3 4 4 3 5 5 3 4 8 
-16 -5 24 0
34 32 25 0
58 -44 -53 0
3 2 22 0
-32 16 -38 0
60 -44 17 0
46 -37 -44 0
22 17 -30 0
5 45 52 0
-10 40 51 0
-5 51 -50 0
-40 -25 -33 0
3 23 47 0
-30 -37 12 0
20 25 -6 0
30 6 21 0
6 11 -19 0
18 41 -5 0
-27 -4 -50 0
-50 10 -52 0
35 8 32 0
-53 -10 3 0
55 26 -17 0
-19 14 9 0
59 55 -11 0
20 -60 -42 0
-12 -52 -54 0
12 -56 44 0
-38 -30 -24 0
1 30 -57 0
-44 49 48 0
-49 11 12 0
-44 40 24 0
5 22 -20 0
-18 30 -43 0
25 53 -34 0
50 17 -13 0
-5 53 51 0
23 -49 -35 0
54 29 -8 0
-25 -19 44 0
-43 36 11 0
-9 50 59 0
-15 -48 39 0
14 34 48 0
39 -41 -11 0
-5 -25 -17 0
26 -28 13 0
4 -18 34 0
-43 51 -50 0
-43 -47 49 0
-4 -46 -59 0
47 -39 -8 0
-57 4 1 0
-31 48 -58 0
48 -32 23 0
-2 -19 -23 0
-50 45 -40 0
-60 -47 -55 0
-42 -11 33 0
28 8 43 0
-35 -45 37 0
41 -2 34 0
1 -48 -4 0
39 28 -17 0
21 -27 -60 0
-28 -26 -60 0
-13 -17 39 0
15 -13 47 0
-60 -18 16 0
60 -38 53 0
-34 40 28 0
-55 14 -52 0
-59 27 -1 0
-5 28 9 0
-50 37 -60 0
-17 -36 -33 0
-6 45 32 0
32 49 -43 0
23 53 58 0
-2 31 50 0
37 1 47 0
16 60 14 0
36 -51 31 0
58 44 -60 0
-13 -43 -53 0
-15 -50 22 0
-45 44 -25 0
53 -36 -60 0
-20 -1 39 0
46 -27 12 0
-15 3 -19 0
11 -36 -17 0
52 41 -51 0
11 -52 33 0
2 -43 20 0
-46 14 -4 0
-26 -33 -40 0
10 -59 -32 0
-15 47 -2 0
20 7 25 0
42 36 -47 0
26 30 51 0
-53 4 -36 0
-49 2 -7 0
-44 -21 39 0
-27 -14 40 0
-46 -7 47 0
-41 21 19 0
10 -9 -53 0
35 -60 -29 0
-23 49 -31 0
-40 44 -35 0
-12 18 -32 0
-52 42 41 0
-52 -27 -41 0
-1 -31 -28 0
-56 -51 -19 0
-24 7 57 0
40 59 14 0
40 -22 59 0
-49 14 -3 0
-16 -6 18 0
-19 53 8 0
39 -55 -11 0
43 15 5 0
-23 39 -2 0
-2 -52 31 0
-6 3 -32 0
-54 -9 5 0
30 34 -53 0
-33 38 37 0
-55 -28 41 0
56 13 -26 0
36 51 21 0
38 -13 18 0
41 13 1 0
-51 -20 -48 0
-42 26 27 0
28 -45 -44 0
11 -46 -23 0
-20 -34 -3 0
6 15 -26 0
59 27 10 0
27 1 21 0
47 44 -26 0
-25 19 -18 0
-17 43 42 0
51 55 1 0
-5 20 43 0
17 55 36 0
-57 -50 42 0
-28 13 -58 0
54 29 -28 0
-34 6 14 0
11 -25 51 0
